"display name","Degree","BetweennessCentrality","ClusteringCoefficient"
"FAM228B",3,0.000466865111441433,0
"HAPLN2",3,0,1
"ATPAF2",3,3.26507914551359e-05,0
"FBXO3",3,0.000141753972223402,0
"RASEF",3,0.00138057295896973,0
"KCTD12",3,8.40873110660584e-05,0.333333333333333
"ARMC9",3,5.35409223090154e-05,0.333333333333333
"NEURL1",3,0,1
"MIEF2",3,2.08794189733194e-05,0.666666666666667
"SPATA20",3,0.000369653367030329,0
"SPATA25",3,0.00144126146031847,0
"CSDC2",3,0.000231197286491889,0
"ITPK1",3,0.000619426850460801,0
"PANK1",3,0.000387116296662294,0
"TANC2",3,0.00135941265230703,0
"KLHDC8B",3,0.000102644872882764,0
"KCNMB4",3,0.00134408602150538,0.333333333333333
"ALPK3",3,0.000450011191469709,0
"TSPAN9",3,0.000356011321796722,0.333333333333333
"NRIP2",3,9.0367847716701e-05,0
"MINDY4",3,0.000226581802356197,0
"SCTR",3,0,1
"SHLD1",3,0.00136537285822751,0
"JCAD",3,0.000113320914616321,0
"NLRC3",3,0.0006015239606504,0.333333333333333
"ZDHHC13",3,0.000778350929066099,0
"ARHGAP22",3,0.00137843798801673,0
"ZCCHC17",3,0.000104937253188903,0
"REEP2",3,0.000135825108425979,0
"KCNK17",3,0.00137908916377868,0
"SLC52A3",3,8.04305388266773e-05,0.333333333333333
"MST1",3,0.000208920515773371,0
"ATAT1",3,0.0014295520642215,0.333333333333333
"KRTCAP3",3,0.00012275419069052,0
"MAN2C1",3,0.000354895496713436,0
"SNCAIP",3,5.6501733857881e-05,0
"HNRNPLL",3,4.14168389419956e-05,0
"TBC1D16",3,6.63119157337652e-05,0
"ARID5A",3,2.76878125766914e-05,0
"IGSF10",2,1.8015031373578e-05,0
"BEND6",2,0.00134408602150538,0
"SLCO2A1",2,1.33723380365622e-05,0
"DOCK10",2,0.000154320335071222,0
"YIPF2",2,0,1
"NYNRIN",2,0.000115751174210054,0
"TXLNA",2,5.30204712229843e-05,0
"DUSP15",2,0.00134408602150538,0
"GALNT15",2,0.00156463087831687,0
"HMCN2",2,0.000305205528394808,0
"SH3PXD2B",2,0.000157064814706688,0
"UBTD2",2,5.79740973284523e-05,0
"SAMD5",2,5.64810696265866e-05,0
"SH3D21",2,1.54240250742786e-05,0
"SSUH2",2,3.36696948234619e-05,0
"ZBTB47",2,0,1
"PAPPA2",2,0,1
"RAI14",2,0.0012820575975021,0
"AKR7A2",2,2.80830625662626e-05,0
"UQCC2",2,0.000662725182286634,0
"RCBTB1",2,6.02185687547698e-05,0
"PLEKHH2",2,0,1
"TMEM123",2,0,1
"GMCL1",2,0.000252904410358486,0
"SPIN4",2,4.00150478290307e-05,0
"SLC25A45",2,5.4813429634713e-05,0
"ECRG4",2,0.000210988505075257,0
"MAMDC2",2,6.35667615689207e-05,0
"PJA1",2,7.51554365385706e-06,0
"SPX",2,0.00148992588966044,0
"PBX2",2,2.62820260404424e-05,0
"UACA",2,0,1
"SYTL2",2,0,1
"TMEM30B",2,0.00134408602150538,0
"TDRP",2,0.00134408602150538,0
"ZFP90",2,8.33780404263669e-05,0
"TENM3",2,0,1
"MYADML2",2,1,0
"ZNF517",2,2.97580301627539e-05,0
"PLBD1",2,0.000237114349648731,0
"RAB26",2,4.95426564595714e-05,0
"RAET1E",2,0,1
"ADAMTSL3",2,7.2187979192962e-05,0
"WIPF3",2,0,1
"STON1",2,0,1
"PMP22",2,6.52810217423967e-07,0
"BCAS4",2,1.51213882563506e-05,0
"ZCCHC18",2,0.000148305457500648,0
"ATL1",2,6.33818824771793e-05,0
"SEMA6C",2,8.93333204021794e-06,0
"SLC38A6",2,0,1
"FERMT1",2,0,1
"GPR12",2,0.000800846963841453,0
"GPR176",2,0,1
"FGD1",2,2.23847011460817e-05,0
"TCF24",2,0,1
"TCN2",2,0,1
"PCBD1",2,0.000133585085470484,0
"ZNF19",2,0.00134408602150538,0
"TTLL9",2,9.79244048637586e-05,0
"JMJD4",2,2.45049275729581e-05,0
"WFIKKN2",2,0,1
"ARMC7",2,0.000128476216497731,0
"TSEN34",2,3.13321520328226e-05,0
"ZNF251",2,0,1
"ZFYVE21",2,0.000101680661640254,0
"EFS",2,1.20044121734794e-05,0
"RAB36",2,5.7820660423247e-05,0
"ADAP2",2,1.81639870494461e-05,0
"TMEM126B",2,2.81536834088928e-05,0
"ANKRD29",2,0.000719536246954519,0
"ZNF853",2,0.000280146951429972,0
"RNF112",2,6.61662005306186e-05,0
"VPS41",2,5.00073895295288e-05,0
"TMEM192",2,0.000185735358540138,0
"KIAA0753",2,0.00134408602150538,0
"ARHGEF10L",2,0.00134408602150538,0
"RASL11B",2,1.36117281146351e-05,0
"PRR13",2,0,1
"ZNF536",2,0.000579657497626337,0
"ZNF263",2,0.000858363880736015,0
"PLLP",2,0.000163231546581332,0
"TXNDC17",2,1.84551626606847e-05,0
"LCN6",2,0.00134408602150538,0
"ATP1B2",2,0.00134408602150538,0
"STRIP1",2,4.46051795113134e-05,0
"AGBL2",2,2.54099974898916e-05,0
"SLC1A7",2,9.21427700956776e-06,0
"EXOC3L4",2,3.94589468183846e-05,0
"LAMP5",2,0.00134408602150538,0
"C19orf44",2,0.00134408602150538,0
"SEZ6L",2,1.97484558376871e-05,0
"S100A3",2,0,1
"CNTN3",2,1.26758445734137e-05,0
"IPCEF1",2,0.000261005083397622,0
"MYOZ3",2,2.25116718603443e-05,0
"LRRC34",2,9.00673147302944e-05,0
"CCDC71",2,0.00268636426087019,0
"KCNH4",2,9.14642255362077e-07,0
"KLF9",2,1.07892790585612e-05,0
"ZBTB7C",2,3.50602862983364e-05,0
"TCEAL7",2,0,1
"TCEAL5",2,0,1
"NSG1",2,9.43571068736885e-05,0
"NTM",2,1.60957892203488e-05,0
"ZNF775",2,0,1
"ZBED6CL",2,0,1
"SVEP1",2,3.12719858475449e-05,0
"DHX34",2,1.5528707238357e-05,0
"ZNF618",2,1.6066907125445e-05,0
"PPME1",2,0.000618800042337287,0
"DGLUCY",2,3.22526212689834e-05,0
"CMC1",2,3.78306915252417e-05,0
"INSYN2A",2,4.96324259214963e-06,0
"PTPN23",2,1.14110076459644e-05,0
"NPTX2",2,1.06825470589573e-05,0
"TC2N",2,0.00134408602150538,0
"PI16",2,0,1
"FATE1",2,2.43123156153866e-05,0
"BRINP1",2,0.000270959867321032,0
"SH3GLB2",2,1.53720152399808e-05,0
"COQ8A",2,0,1
"DHRS1",2,0,1
"TRIM45",2,0.00134408602150538,0
"STAC",2,0.00268636426087019,0
"KAZALD1",2,0.00268636426087019,0
"EXTL1",2,1.2973179336352e-05,0
"MEX3A",2,1.83737402070992e-05,0
"FOXRED2",2,2.35587082359988e-05,0
"PHLDA1",2,0,1
"PNMA8A",2,0.00137581159373803,0
"ZNF692",2,6.00129952469015e-05,0
"PLXDC1",2,0,1
"SLC16A12",2,1.25947173504725e-05,0
"CENPX",2,2.5757005664571e-05,0
"ANO7",2,0.00013935092292671,0
"HDHD5",2,0.000274629217036525,0
"DCTD",2,0,1
"C1orf105",2,0.00134408602150538,0
"DUOXA1",2,0,1
"RGL1",2,0.00134408602150538,0
"ZBTB22",2,1.203670231877e-05,0
"RTL10",2,6.61637856316798e-06,0
"TRERF1",2,5.71711259496391e-06,0
"ATP5IF1",2,0,1
"TMEM80",2,0,1
"FBXL8",2,0.00134408602150538,0
"TMEM8B",2,0.00134408602150538,0
"RNF165",2,3.88498071690219e-05,0
"GALNT5",2,0.000110923026948413,0
"KNDC1",2,0,1
"INMT",2,0.000143743878535345,0
"MGAT4B",2,2.51116649397299e-05,0
"FOXO6",2,0,1
"TMEM101",2,2.50194381763948e-05,0
"PLA1A",2,0.000179129542890981,0
"SPNS2",2,0,1
"SOX8",2,0,1
"RNF144B",2,0.00134408602150538,0
"ZDHHC1",2,7.25606574523642e-06,0
"MTMR11",2,0.000114528577027084,0
"CLEC4F",2,0,1
"TBC1D2",2,0,1
"CNPY2",2,0.00013569854390213,0
"QSOX1",2,5.06551735134089e-05,0
"TTLL3",2,0,1
"CALHM2",2,0.000126875526452064,0
"APLF",2,0.000485062970175773,0
"NICN1",2,0.000174307453226902,0
"CYS1",2,1.10528240637015e-05,0
"C11orf49",2,0.000119691315099794,0
"FCHSD1",2,7.62952316426773e-05,0
"ETNK2",2,3.06607071658464e-05,0
"PREX1",2,2.52066592677446e-05,0
"EIF4EBP3",2,0,1
"RBM4B",2,9.74913630301011e-05,0
"FAM111A",2,3.40620535902171e-05,0
"PALM3",2,7.63217800569349e-05,0
"POU6F2",2,5.31061279300971e-05,0
"ENOX1",1,0,0
"ZNF69",1,0,0
"XKR6",1,0,0
"BOD1",1,0,0
"TRO",1,0,0
"RCE1",1,0,0
"FOXS1",1,0,0
"TBX19",1,0,0
"ZBTB9",1,0,0
"C11orf21",1,0,0
"AMZ2",1,0,0
"TMED4",1,0,0
"TMEM200A",1,0,0
"SCUBE2",1,0,0
"GASK1B",1,0,0
"PDRG1",1,0,0
"HYI",1,0,0
"TMEM163",1,0,0
"FMO1",1,0,0
"ARL16",1,0,0
"NET1",1,0,0
"C7orf31",1,0,0
"PRSS35",1,0,0
"SYT17",1,0,0
"ATP8B4",1,0,0
"PLPPR4",1,0,0
"ERICH1",1,0,0
"CAPN6",1,0,0
"RADIL",1,0,0
"LRRN1",1,0,0
"TKFC",1,0,0
"TLCD3A",1,0,0
"LMF1",1,0,0
"C1orf112",1,0,0
"D2HGDH",1,0,0
"ARHGEF28",1,0,0
"CPXM2",1,0,0
"KLHDC8A",1,0,0
"SLC13A3",1,0,0
"LNP1",1,0,0
"PRRT1",1,0,0
"EXOG",1,0,0
"BHLHE22",1,0,0
"ANKMY1",1,0,0
"MKRN2OS",1,0,0
"HACE1",1,0,0
"TNS2",1,0,0
"ARHGAP33",1,0,0
"WFDC3",1,0,0
"CD163L1",1,0,0
"ZBED9",1,0,0
"TMEM200B",1,0,0
"ZNF671",1,0,0
"LRRC75B",1,0,0
"DAP",1,0,0
"IQCD",1,0,0
"FAM102B",1,0,0
"C1orf162",1,0,0
"RFX8",1,0,0
"CPNE2",1,0,0
"C6orf141",1,0,0
"CHODL",1,0,0
"CHCHD6",1,0,0
"ZNF250",1,0,0
"FAM50B",1,0,0
"TMEM143",1,0,0
"TBKBP1",1,0,0
"FAM107A",1,0,0
"CEP126",1,0,0
"ASTE1",1,0,0
"ZDHHC23",1,0,0
"ITPRIPL1",1,0,0
"PABPC4L",1,0,0
"GPR137B",1,0,0
"OSCP1",1,0,0
"SLC16A4",1,0,0
"MEGF8",1,0,0
"CCDC90B",1,0,0
"CCDC191",1,0,0
"BRF2",1,0,0
"SLC39A11",1,0,0
"MFSD1",1,0,0
"TMEM79",1,0,0
"SERTAD4",1,0,0
"FXYD6",1,0,0
"TMEM253",1,0,0
"SPNS3",1,0,0
"INKA1",1,0,0
"VPS13D",1,0,0
"SLC22A17",1,0,0
"CDC42EP3",1,0,0
"CPAMD8",1,0,0
"HAPLN3",1,0,0
"SLC23A2",1,0,0
"SHFL",1,0,0
"BEND5",1,0,0
"FKBP7",1,0,0
"SCRG1",1,0,0
"LRRC42",1,0,0
"SP4",1,0,0
"IGFN1",1,0,0
"TP53TG5",1,0,0
"C2orf76",1,0,0
"RBPMS2",1,0,0
"NXPH4",1,0,0
"CLIP2",1,0,0
"OXER1",1,0,0
"CYP4B1",1,0,0
"SLCO4C1",1,0,0
"GBGT1",1,0,0
"TMEM53",1,0,0
"AIF1L",1,0,0
"NOL4L",1,0,0
"TTC9",1,0,0
"TMEM35A",1,0,0
"KIAA1522",1,0,0
"TRIM41",1,0,0
"FAM102A",1,0,0
"ST6GALNAC4",1,0,0
"ALG10",1,0,0
"C1QTNF4",1,0,0
"ANKRD24",1,0,0
"ANKRD10",1,0,0
"GLYATL2",1,0,0
"NIPAL3",1,0,0
"CA5B",1,0,0
"RGL3",1,0,0
"TMSB15A",1,0,0
"DCLK2",1,0,0
"LHFPL6",1,0,0
"LRRC55",1,0,0
"LRRC29",1,0,0
"CCDC102B",1,0,0
"ANKRD27",1,0,0
"CCDC30",1,0,0
"CCDC115",1,0,0
"FAM155A",1,0,0
"C20orf96",1,0,0
"LCN10",1,0,0
"WRAP73",1,0,0
"RBM43",1,0,0
"FBXO44",1,0,0
"NREP",1,0,0
"SAYSD1",1,0,0
"SPAAR",1,0,0
"KLHL6",1,0,0
"SYDE1",1,0,0
"NUDT16L1",1,0,0
"BPHL",1,0,0
"VIT",1,0,0
"PRR5L",1,0,0
"CMTM8",1,0,0
"ADAMTS19",1,0,0
"RIPOR3",1,0,0
"NBPF1",1,0,0
"SRPK3",1,0,0
"NPIPB6",1,0,0
"EMILIN3",0,0,0
"TMSB15B",0,0,0
"RTL3",0,0,0
"ZXDA",0,0,0
"PLSCR4",0,0,0
"JADE1",0,0,0
"CRISPLD2",0,0,0
"ZNF467",0,0,0
"PAQR3",0,0,0
"SSC5D",0,0,0
"ZFP41",0,0,0
"NRK",0,0,0
"SH3BP1",0,0,0
"ZDHHC14",0,0,0
"SMIM10L2A",0,0,0
"LSMEM2",0,0,0
"VILL",0,0,0
"CCDC159",0,0,0
"ZNF391",0,0,0
"C1orf115",0,0,0
"TTC39B",0,0,0
"SLC6A9",0,0,0
"TMEM198",0,0,0
"TMEM39B",0,0,0
"AFAP1L2",0,0,0
"ZNF213",0,0,0
"SLC24A2",0,0,0
"POU6F1",0,0,0
"MEOX2",0,0,0
"PHETA2",0,0,0
"NEK11",0,0,0
"CRACD",0,0,0
"TMEM9",0,0,0
"PELI3",0,0,0
"IRX6",0,0,0
"C3orf70",0,0,0
"ZC3H12B",0,0,0
"LANCL3",0,0,0
"CA13",0,0,0
"PRELID3A",0,0,0
"PLEKHB1",0,0,0
"DENND6B",0,0,0
"ABCA10",0,0,0
"SDHAF3",0,0,0
"PPM1M",0,0,0
"TMEM204",0,0,0
"VSTM4",0,0,0
"FN3KRP",0,0,0
"PSD2",0,0,0
"OSBPL10",0,0,0
"C1orf167",0,0,0
"CUTA",0,0,0
"SHISA3",0,0,0
"RTL5",0,0,0
"FAM221A",0,0,0
"SFXN2",0,0,0
"ASPRV1",0,0,0
"C16orf58",0,0,0
"ITIH5",0,0,0
"HCN2",0,0,0
"ZNF624",0,0,0
"PHLDB1",0,0,0
"C15orf62",0,0,0
"LEPROT",0,0,0
"OCIAD2",0,0,0
"SMIM27",0,0,0
"DENND3",0,0,0
"SHF",0,0,0
"METTL7A",0,0,0
"FAM98C",0,0,0
"CLEC1A",0,0,0
"TAC4",0,0,0
"TMEM191C",0,0,0
"EFCAB12",0,0,0
"ARHGAP18",0,0,0
"SCGB1D2",0,0,0
"ZNF324",0,0,0
"C1QTNF7",0,0,0
"SCUBE1",0,0,0
"SLFN13",0,0,0
"EEF1AKMT3",0,0,0
"ZNF821",0,0,0
"C2orf73",0,0,0
"CBWD5",0,0,0
"ZNF140",0,0,0
"POGLUT2",0,0,0
"ZNF132",0,0,0
"C7orf50",0,0,0
"SP2",0,0,0
"IP6K3",0,0,0
"TTLL6",0,0,0
"C12orf54",0,0,0
"SBK1",0,0,0
"ANKRD16",0,0,0
"ZNF500",0,0,0
"CES4A",0,0,0
"PKIG",0,0,0
"TMEM74B",0,0,0
"PCDHB10",0,0,0
"MGAT4C",0,0,0
"ADAM18",0,0,0
"MLIP",0,0,0
"CRISPLD1",0,0,0
"EVA1A",0,0,0
"SOX12",0,0,0
"SRARP",0,0,0
"MOB3B",0,0,0
"C11orf45",0,0,0
"STKLD1",0,0,0
"APCDD1L",0,0,0
"TRIM73",0,0,0
"ARMCX6",0,0,0
"ZNF14",0,0,0
"ZNF497",0,0,0
"C11orf68",0,0,0
"SNX7",0,0,0
"C11orf54",0,0,0
"DUSP28",0,0,0
"ZFP82",0,0,0
"ZNF599",0,0,0
"TENT5B",0,0,0
"HHLA3",0,0,0
"WBP1",0,0,0
"URGCP",0,0,0
"KIAA1324L",0,0,0
"FITM1",0,0,0
"NXPH3",0,0,0
"C11orf80",0,0,0
"SLC66A3",0,0,0
"ANKRD7",0,0,0
"NDRG2",0,0,0
"CCER2",0,0,0
"MRUPP_HUMAN",0,0,0
"ZNF652",0,0,0
"LINC00672",0,0,0
"FBXO24",0,0,0
"PAPLN",0,0,0
"C1orf127",0,0,0
"CDPF1",0,0,0
"C3orf80",0,0,0
"ZNF273",0,0,0
"SGSH",0,0,0
"GJD3",0,0,0
"ZNF672",0,0,0
