"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007409","BP","GO:0007409","axonogenesis","157/4115","472/18860",0.332627118644068,1.5245072801038,6.09645165092304,4.30015945175711e-09,8.56971463391028e-06,7.42910783463246e-06,"51330/51265/1951/2534/3730/7869/1272/65078/2042/5588/1496/2263/4756/2736/4854/5063/5794/54437/9706/57556/7042/8829/10857/4168/79006/333/1954/5864/5803/2737/2625/6387/219699/9211/1949/113246/5754/9037/3676/85440/9890/3925/8828/63923/1959/4693/5605/64919/6608/1123/2258/348/55201/3996/4147/51761/4628/2048/4853/2045/10505/10154/6812/84665/144165/1009/494470/55811/1382/10500/151449/152330/91653/9353/2044/2676/26230/4915/256158/4851/57689/5058/9638/85449/1909/56978/223117/7070/64221/5578/7345/55740/140578/118813/7074/26053/4882/8997/6285/57731/84446/374946/22854/4009/80128/23114/323/123016/5979/55701/4130/57611/11280/2668/54910/6091/4135/2596/3913/682/1267/29882/627/57453/8408/139065/220202/575/8633/2131/1436/2049/22906/4692/9241/6586/1946/84189/4753/6092/23768/5649/25894/64218/54413/84628/51466/23654/8831/26037/23303/4914/51062/2664/64283/115557/11344",157
"GO:0030198","BP","GO:0030198","extracellular matrix organization","118/4115","331/18860",0.356495468277946,1.63390146578908,6.14655290161242,4.56756130927393e-09,8.56971463391028e-06,7.42910783463246e-06,"23187/23332/6624/4791/2192/8516/2191/4313/64147/8425/151887/1215/7042/7093/1511/89932/55612/4324/3038/55512/2068/333/7040/1311/3249/165/1842/81621/1277/7448/1303/64094/4015/4358/84695/7045/2331/8434/6662/4016/1289/10585/2670/10266/4147/10631/4629/4017/11095/23213/140766/11107/144165/4060/10516/10609/60681/1291/81794/1805/83872/1513/90102/6423/171019/137902/4851/2620/871/63894/101/25890/4325/9508/57188/4643/861/146206/11093/25903/57326/323/133584/1278/4239/26585/10653/7148/1281/84168/10491/1296/10218/3913/7177/30008/92949/64856/100287171/2131/2621/7490/23768/169611/339366/79875/7373/4763/81031/9719/4326/64093/23127/1302/780/131873/84627/7124",118
"GO:0043062","BP","GO:0043062","extracellular structure organization","118/4115","332/18860",0.355421686746988,1.62898007583188,6.10820382965894,5.58224522809381e-09,8.56971463391028e-06,7.42910783463246e-06,"23187/23332/6624/4791/2192/8516/2191/4313/64147/8425/151887/1215/7042/7093/1511/89932/55612/4324/3038/55512/2068/333/7040/1311/3249/165/1842/81621/1277/7448/1303/64094/4015/4358/84695/7045/2331/8434/6662/4016/1289/10585/2670/10266/4147/10631/4629/4017/11095/23213/140766/11107/144165/4060/10516/10609/60681/1291/81794/1805/83872/1513/90102/6423/171019/137902/4851/2620/871/63894/101/25890/4325/9508/57188/4643/861/146206/11093/25903/57326/323/133584/1278/4239/26585/10653/7148/1281/84168/10491/1296/10218/3913/7177/30008/92949/64856/100287171/2131/2621/7490/23768/169611/339366/79875/7373/4763/81031/9719/4326/64093/23127/1302/780/131873/84627/7124",118
"GO:0050851","BP","GO:0050851","antigen receptor-mediated signaling pathway","84/4115","215/18860",0.390697674418605,1.79065811410325,6.15954496471106,6.63760190555364e-09,8.56971463391028e-06,7.42910783463246e-06,"974/2534/933/11119/26228/9564/29085/2213/4208/581/29760/4792/4773/660/1445/25865/6461/2625/4790/9404/975/10384/3702/27086/7535/2633/10657/54900/5335/10385/10616/1236/23149/84106/9840/971/123920/8631/8525/925/7070/931/121665/53347/23308/917/115352/50852/4332/1493/114625/915/11314/3635/148823/926/387357/257144/940/3119/785/3932/4068/10572/11118/3123/5336/84433/919/916/150771/54923/3105/3539/6966/28638/3494/3501/3493/3500/3502/3507/3115/6967",84
"GO:0045229","BP","GO:0045229","external encapsulating structure organization","118/4115","333/18860",0.354354354354354,1.62408824377233,6.06998236377198,6.81109095049299e-09,8.56971463391028e-06,7.42910783463246e-06,"23187/23332/6624/4791/2192/8516/2191/4313/64147/8425/151887/1215/7042/7093/1511/89932/55612/4324/3038/55512/2068/333/7040/1311/3249/165/1842/81621/1277/7448/1303/64094/4015/4358/84695/7045/2331/8434/6662/4016/1289/10585/2670/10266/4147/10631/4629/4017/11095/23213/140766/11107/144165/4060/10516/10609/60681/1291/81794/1805/83872/1513/90102/6423/171019/137902/4851/2620/871/63894/101/25890/4325/9508/57188/4643/861/146206/11093/25903/57326/323/133584/1278/4239/26585/10653/7148/1281/84168/10491/1296/10218/3913/7177/30008/92949/64856/100287171/2131/2621/7490/23768/169611/339366/79875/7373/4763/81031/9719/4326/64093/23127/1302/780/131873/84627/7124",118
"GO:0060348","BP","GO:0060348","bone development","85/4115","220/18860",0.386363636363636,1.77079421186347,6.075033718094,1.00116846066874e-08,1.04972513101118e-05,9.10009437671009e-06,"56603/7305/4057/4653/2263/2261/57560/2121/7289/4208/2778/5358/54/55512/7040/1954/1311/6424/2737/4969/2648/1277/7468/51715/5191/4015/27086/60676/3953/8111/63923/7291/860/652/6662/10234/5914/23508/4853/80263/7020/23213/4664/10516/1291/1893/56034/6715/871/2132/654/4325/8817/51738/124565/4882/4041/9249/158326/2200/8642/4665/26585/79001/4054/1281/7059/11214/79095/5916/54796/162466/144347/100533183/84314/2131/633/338773/359845/344901/6261/5154/1305/645811/632",85
"GO:0060271","BP","GO:0060271","cilium assembly","136/4115","408/18860",0.333333333333333,1.52774402592143,5.69316205276021,3.99938787846177e-08,3.59430702048614e-05,3.1159140749339e-05,"51364/80199/54903/30845/79645/8481/4134/57545/51474/10806/9696/84217/57560/29105/25930/7419/11158/11159/51668/51314/5990/8655/26074/25776/25809/11020/51098/29070/23059/23322/93233/79846/26261/95681/9148/27077/90410/83871/22897/57562/5992/22858/51715/8382/25981/84173/49856/89891/80127/112752/159686/84902/84080/1769/583/64518/65999/64792/79363/22873/57639/80210/4957/79969/85462/4750/51626/55329/144165/85478/585/2622/22994/207/51057/79582/51256/107080638/221322/55262/2934/56623/4851/54970/79925/123872/65062/118491/54768/199221/56683/9114/79140/755/221908/197335/200373/129880/7802/27152/54919/123016/11092/90522/352909/4735/79867/55130/116840/220136/257236/51134/201625/26259/375189/283232/79874/63917/84314/225689/126075/89876/146754/8558/51259/9742/144535/85302/80217/80184/9851/79583/255758/26140/116143/161582",136
"GO:0051216","BP","GO:0051216","cartilage development","81/4115","216/18860",0.375,1.7187120291616,5.61221246190547,1.01138157402896e-07,7.95325185277025e-05,6.89469465137375e-05,"85477/5310/6591/864/960/2261/57560/2121/2260/4208/7481/7042/4773/2254/5595/55512/7227/7040/1311/2737/4969/2625/657/2648/1277/4192/55553/4256/2202/5396/656/1490/7045/860/583/652/6662/8200/57045/5914/4017/4613/4856/23213/4060/1291/1893/1513/7483/6423/871/2132/654/8817/392255/51738/861/4882/2487/57326/26585/4054/1281/7059/7480/54360/50515/5916/4094/144347/100533183/64764/2131/633/389084/359845/9241/8372/10865/65992/1302",81
"GO:0044782","BP","GO:0044782","cilium organization","143/4115","441/18860",0.324263038548753,1.48617275990996,5.45756295550456,1.22048918965004e-07,8.53121943565381e-05,7.39573624745834e-05,"51364/80199/54903/30845/440193/79645/8481/4134/57545/51474/10806/9696/84217/57560/29105/25930/7419/11158/11159/51668/51314/5990/8655/26074/25776/25809/11020/51098/29070/23059/23322/93233/79846/26261/95681/9148/27077/90410/83871/22897/57562/5992/22858/51715/8382/25981/84173/49856/5311/89891/80127/112752/159686/84902/84080/1769/583/64518/65999/64792/79363/22873/57639/80210/4957/79969/85462/4750/54839/51626/55329/144165/85478/585/2622/22994/207/51057/79582/51256/107080638/221322/55262/84131/2934/56623/4851/79096/54970/79925/123872/65062/118491/145483/54768/199221/56683/9114/79140/755/221908/197335/200373/129880/7802/27152/54919/123016/11092/90522/352909/4735/79867/55130/116840/220136/257236/51134/201625/26259/375189/283232/79874/63917/84314/225689/126075/89876/146754/8558/51259/9742/144535/85302/124602/80217/80184/9851/79583/255758/26140/116143/161582",143
"GO:0045071","BP","GO:0045071","negative regulation of viral genome replication","28/4115","50/18860",0.56,2.566609963548,5.85967258796168,1.46389597072124e-07,9.09664293913794e-05,7.88590334858882e-05,"4057/5610/4938/164668/56829/4940/4939/64135/200315/200316/684/10155/55337/91543/8638/10318/24138/4599/63901/3669/8815/3434/8519/9636/7124/60489/140564/27350",28
"GO:0007224","BP","GO:0007224","smoothened signaling pathway","63/4115","157/18860",0.401273885350318,1.83913134330668,5.57758238766459,1.59057498538416e-07,9.09664293913794e-05,7.88590334858882e-05,"80199/54903/57545/55733/2263/57560/5566/2121/2736/7289/51668/11020/51098/2254/23059/23322/64927/6422/1954/23770/2737/27077/90410/83871/2735/5992/5396/8643/4693/860/84662/6608/79363/22873/5270/80210/5082/2622/5567/51057/221322/2719/26091/199221/755/27152/64399/374654/7846/4735/79867/7480/132884/139065/2131/84439/9241/283643/9742/5167/916/79583/147040",63
"GO:0007411","BP","GO:0007411","axon guidance","88/4115","243/18860",0.362139917695473,1.65977128742081,5.46844137498025,1.81500860453308e-07,9.51518260926465e-05,8.24873647375953e-05,"1951/2534/3730/7869/1272/2042/5588/4756/2736/4854/5794/54437/9706/57556/7042/8829/10857/1954/2737/2625/6387/219699/9211/1949/5754/9037/8828/1959/4693/64919/6608/1123/4147/4628/2048/4853/2045/10505/84665/494470/10500/151449/152330/91653/9353/2044/2676/256158/4851/9638/85449/1909/223117/64221/55740/8997/374946/4009/23114/323/123016/5979/55701/2668/54910/6091/2596/3913/682/627/57453/220202/8633/2131/1436/2049/9241/6586/1946/4753/6092/23768/5649/25894/64218/51466/4914/115557",88
"GO:0002062","BP","GO:0002062","chondrocyte differentiation","51/4115","119/18860",0.428571428571429,1.96424231904183,5.57423341024847,2.103448711436e-07,0.000100548773760859,8.71659926637071e-05,"85477/6591/864/2261/57560/2260/4208/2254/55512/7227/7040/1311/2737/657/4192/55553/2202/1490/7045/860/652/6662/8200/57045/4017/4856/23213/1893/7483/6423/871/2132/654/8817/392255/861/4882/26585/4054/1281/7480/54360/50515/5916/4094/144347/100533183/64764/2131/359845/10865",51
"GO:0097485","BP","GO:0097485","neuron projection guidance","88/4115","244/18860",0.360655737704918,1.65296894607892,5.4233310727163,2.23761378580835e-07,0.000100548773760859,8.71659926637071e-05,"1951/2534/3730/7869/1272/2042/5588/4756/2736/4854/5794/54437/9706/57556/7042/8829/10857/1954/2737/2625/6387/219699/9211/1949/5754/9037/8828/1959/4693/64919/6608/1123/4147/4628/2048/4853/2045/10505/84665/494470/10500/151449/152330/91653/9353/2044/2676/256158/4851/9638/85449/1909/223117/64221/55740/8997/374946/4009/23114/323/123016/5979/55701/2668/54910/6091/2596/3913/682/627/57453/220202/8633/2131/1436/2049/9241/6586/1946/4753/6092/23768/5649/25894/64218/51466/4914/115557",88
"GO:0051056","BP","GO:0051056","regulation of small GTPase mediated signal transduction","107/4115","314/18860",0.340764331210191,1.56180201376044,5.30328356677054,3.24883875153016e-07,0.000133982389268094,0.00011614968062947,"9265/50619/4653/79567/65078/80243/5662/9170/25791/55843/79822/7042/8829/8216/27128/23616/27352/55738/4168/2245/7249/23370/64926/85360/9266/54922/23094/10156/9750/57221/9181/85440/3925/335/440073/84078/154796/1236/26030/89846/1123/58504/84952/57572/348/23229/2048/4853/9290/55619/50649/10253/64759/9649/84253/408/10144/285282/9353/84249/26230/80728/4851/84033/152273/7074/26053/8997/7410/8878/9938/50650/117289/55701/79933/1281/6091/11214/57449/10125/10276/253980/392/23526/2149/202243/22821/116985/81848/5649/25894/9901/4763/8831/50861/26037/56882/4914/22899/23636/84986/6494/1454/30851/64283/5863/115557",107
"GO:0061448","BP","GO:0061448","connective tissue development","105/4115","307/18860",0.342019543973941,1.56755494516368,5.29653551988453,3.4075953398339e-07,0.000133982389268094,0.00011614968062947,"30812/85477/5310/6591/864/960/2261/57560/2121/38/2260/4208/5019/7481/7042/4773/9658/2254/5595/55512/7227/9149/7040/1311/2737/4969/2625/657/59/2648/1277/4192/55553/4256/4015/57561/2202/5396/656/1490/7045/1958/860/583/652/6662/8200/57045/1289/5914/4017/4613/4856/23213/6653/4060/585/1291/1893/1513/7483/151449/6423/4851/871/2132/654/8817/392255/51738/861/4882/4041/2487/57326/91252/26585/4054/1281/7059/7480/7314/54360/80310/50515/5916/64802/79718/4094/144347/100533183/64764/2131/633/389084/359845/9241/7490/8372/10865/65992/140606/1302/1396/64641",105
"GO:0030199","BP","GO:0030199","collagen fibril organization","34/4115","71/18860",0.47887323943662,2.19478719216881,5.32831339967701,1.02575618946212e-06,0.000379590128700366,0.00032906766672466,"7042/7093/1311/165/1277/1303/4015/84695/2331/4016/1289/4017/140766/4060/10609/60681/1291/1805/6423/171019/871/63894/9508/1278/26585/7148/1281/10491/30008/2131/7373/4763/23127/1302",34
"GO:0002768","BP","GO:0002768","immune response-regulating cell surface receptor signaling pathway","124/4115","385/18860",0.322077922077922,1.4761578640072,4.98667384689856,1.22047176309649e-06,0.000426554881202225,0.00036978153243292,"4843/974/2534/7305/933/4057/11119/26228/25875/9564/1535/29085/5588/3430/2213/5609/5063/4208/2219/581/4938/29760/4792/958/4773/660/1445/2208/25865/6461/2625/4790/5602/9404/975/10384/3702/27086/7535/2633/78989/7128/10657/54900/9111/5335/10385/10616/2867/1236/9572/3661/5338/23149/7187/84106/3824/9840/971/123920/8631/207/8525/5058/925/7070/931/3815/121665/53347/23308/7410/917/115352/8878/2215/50852/4332/1493/131450/114625/915/11314/3635/148823/926/387357/257144/1240/940/3119/2205/785/3932/4068/8398/10572/151888/11118/7100/57402/3123/961/5336/84433/919/916/150771/2664/54923/7917/3135/3105/3539/6966/28638/3494/3501/3493/3500/3502/3507/3115/6967",124
"GO:0060349","BP","GO:0060349","bone morphogenesis","43/4115","100/18860",0.43,1.97078979343864,5.14198311532011,1.64951444823515e-06,0.000546162915465647,0.000473470047440792,"56603/4057/2263/2261/57560/4208/54/55512/7040/1954/1311/6424/2737/1277/51715/5191/60676/7291/860/652/6662/5914/7020/4664/871/2132/654/4325/8817/4882/4041/9249/158326/4665/4054/1281/7059/5916/162466/84314/2131/338773/1305",43
"GO:0002429","BP","GO:0002429","immune response-activating cell surface receptor signaling pathway","114/4115","353/18860",0.322946175637394,1.4801372715726,4.81068169300098,2.79786559868025e-06,0.000880068624064873,0.000762933771934862,"4843/974/2534/7305/933/4057/11119/26228/25875/9564/1535/29085/3430/2213/5063/4208/2219/581/4938/29760/4792/4773/660/1445/2208/25865/6461/2625/4790/9404/975/10384/3702/27086/7535/2633/78989/7128/10657/54900/9111/5335/10385/10616/2867/1236/9572/3661/5338/23149/7187/84106/3824/9840/971/123920/8631/207/8525/5058/925/7070/931/121665/53347/23308/7410/917/115352/8878/50852/4332/1493/114625/915/11314/3635/148823/926/387357/257144/1240/940/3119/785/3932/4068/8398/10572/11118/7100/57402/3123/961/5336/84433/919/916/150771/2664/54923/7917/3105/3539/6966/28638/3494/3501/3493/3500/3502/3507/3115/6967",114
"GO:0050853","BP","GO:0050853","B cell receptor signaling pathway","35/4115","78/18860",0.448717948717949,2.05657849643269,4.93969361354787,4.68501936836992e-06,0.00136125238726065,0.001180073223803,"974/933/26228/9564/2213/4208/581/29760/4792/4773/660/4790/9404/975/3702/27086/971/123920/931/115352/4332/1493/11314/148823/257144/3932/5336/54923/3539/3494/3501/3493/3500/3502/3507",35
"GO:0048167","BP","GO:0048167","regulation of synaptic plasticity","80/4115","231/18860",0.346320346320346,1.58726652043784,4.744258266282,4.76038030833482e-06,0.00136125238726065,0.001180073223803,"6376/7305/23154/10858/816/815/9187/6344/4208/54434/9145/5641/91851/2906/5864/5764/22849/9148/2648/1627/4297/6543/57616/10755/2892/348/2670/5914/1742/6616/2048/5270/6812/440279/375/152330/6622/10769/4915/818/4900/2890/25769/3815/1636/6285/84446/8878/2905/22941/347730/2912/4130/112476/1524/146395/10636/91683/29882/8541/139065/9495/2149/5179/575/2894/9241/57537/130574/5575/5649/4311/3269/4763/8831/26037/177/80863/6844/128977",80
"GO:0050863","BP","GO:0050863","regulation of T cell activation","126/4115","404/18860",0.311881188118812,1.42942386583737,4.60924645867185,6.19261093170216e-06,0.00169381371179732,0.00146837149826768,"572/8379/56603/920/2534/923/972/864/639/10077/5588/6605/30009/2736/6595/6932/3902/30835/1725/3717/84861/3956/1511/959/10673/5595/1445/3574/951/64926/7040/3718/10467/2737/6461/2625/2648/1949/56253/921/4192/975/969/51561/8078/9750/9308/7535/84695/914/23240/9479/54900/10385/6659/652/1236/57045/23149/3620/5914/6441/1840/9840/10457/3142/6366/27240/51176/939/6647/207/387597/3561/2796/1029/101/814/7070/8764/861/23308/114548/1493/115004/29117/3481/7001/11314/283234/399/3575/3965/654346/7480/3726/10125/10524/6599/9092/6666/940/3119/23513/201633/3932/151888/3123/3117/961/6693/140885/84433/441478/916/3111/3108/3122/177/3133/3135/3105/11277/3115/3113/3109",126
"GO:0030217","BP","GO:0030217","T cell differentiation","106/4115","330/18860",0.321212121212121,1.4721896977061,4.5714884749772,8.02609343681891e-06,0.00210383974212616,0.00182382412702451,"572/56603/26022/920/972/864/29781/639/6605/30009/2736/6595/6932/3902/3717/3956/23598/3574/5971/7040/3718/3955/2737/6461/2625/2648/56253/4192/10312/969/51561/9308/3702/27086/7535/84695/6146/3953/914/4297/4602/1958/23240/4063/10385/6659/860/652/1236/64919/54567/80758/5914/91543/1840/9840/3142/6775/51176/939/79798/6647/285282/3561/1029/101/814/3140/925/8324/3815/861/5316/23308/917/114548/114836/8320/1493/29117/915/7001/399/3575/3965/7480/3726/10125/387357/10524/6599/9092/6666/940/161882/3932/3123/64218/6693/84433/441478/916/150771/3111/3122/3135",106
"GO:0030098","BP","GO:0030098","lymphocyte differentiation","135/4115","441/18860",0.306122448979592,1.40303022788702,4.52424122254845,8.49950904733715e-06,0.00213881645667192,0.00185414553154753,"572/56603/292/26022/974/920/972/864/29781/9734/639/6929/2213/6605/30009/2736/9452/1015/6595/6932/581/3902/2323/4436/29760/3717/3956/23598/959/10673/6422/3574/5971/7040/3718/3955/2737/6461/2625/2648/56253/4192/10312/969/51561/55846/9308/3702/27086/7535/3676/84695/6146/3953/914/4297/4602/1958/23240/4063/3624/10385/6659/860/652/1236/64919/54567/80758/5914/4853/91543/1840/9840/55619/3142/6775/51176/939/79798/6647/285282/3561/1029/101/814/3140/925/8324/931/3815/861/5316/23308/917/115352/114548/114836/8320/1493/29117/915/7001/359948/399/3575/3635/3965/7480/3726/10125/387357/10524/6599/9092/6666/940/161882/3932/2621/3123/64218/6693/5336/65992/84433/4914/441478/28514/916/150771/3111/3122/3135/3507",135
"GO:0001958","BP","GO:0001958","endochondral ossification","18/4115","31/18860",0.580645161290323,2.66123152902442,4.89011695287313,1.27301866454869e-05,0.00291527130616656,0.00252725625367048,"2261/57560/4208/55512/1277/5191/860/652/4664/654/4325/8817/4882/4665/162466/2131/338773/1305",18
"GO:0036075","BP","GO:0036075","replacement ossification","18/4115","31/18860",0.580645161290323,2.66123152902442,4.89011695287313,1.27301866454869e-05,0.00291527130616656,0.00252725625367048,"2261/57560/4208/55512/1277/5191/860/652/4664/654/4325/8817/4882/4665/162466/2131/338773/1305",18
"GO:0050679","BP","GO:0050679","positive regulation of epithelial cell proliferation","76/4115","222/18860",0.342342342342342,1.56903440500038,4.50544010564944,1.2975297500026e-05,0.00291527130616656,0.00252725625367048,"572/2896/2324/1535/57504/2263/8626/51548/2260/8829/2254/25865/7040/3249/5764/6369/6387/657/595/4192/6489/9037/7060/2246/57599/3676/6869/10765/2152/8828/7128/5335/6431/860/652/6662/93986/6608/4853/4613/187/3357/3142/5607/57521/207/1893/4851/6934/7424/654/5578/8324/4838/51738/120425/284361/3148/253260/57608/3481/367/8862/7857/51162/7423/3725/9241/6899/5587/4763/441478/51157/7124/8742/10016",76
"GO:0061037","BP","GO:0061037","negative regulation of cartilage development","19/4115","34/18860",0.558823529411765,2.56121792580945,4.81333204323763,1.55994144587902e-05,0.00338399711587066,0.00293359587335724,"6591/7481/7042/2737/2202/652/6662/8200/5914/1513/7483/2487/26585/4054/5916/144347/100533183/359845/9241",19
"GO:0051960","BP","GO:0051960","regulation of nervous system development","140/4115","466/18860",0.300429184549356,1.37693667572317,4.35256359184684,1.68595334152428e-05,0.00346358052790234,0.00300258693958153,"30812/26022/6376/51330/51265/1890/65078/9820/816/6596/8530/1620/9706/51593/8829/706/79953/4168/79006/57722/7040/1954/5764/5803/2737/6387/657/9148/1949/4192/9037/1627/85440/4602/7852/1959/79365/9572/5605/7732/6608/54567/2258/55695/2670/94030/5914/8864/5176/2048/4613/2045/10505/5270/10154/274/6653/7225/22891/51176/9746/8128/3687/207/55811/1382/10500/9353/7162/6993/26230/4915/4851/26011/5058/7424/163175/7070/64221/5578/81559/140578/58494/118813/7074/51738/146433/3815/64084/100528062/6285/374946/347730/80128/3148/222223/57611/1524/10636/6091/7779/4135/22883/131578/5916/26259/57633/29882/627/8408/84667/139065/575/2049/22906/9241/1946/84189/6092/23768/7058/349667/375790/5649/64218/54413/4311/23654/4763/8831/4914/28514/2664/147040/387804/4049/7124/11344/441381/1523",140
"GO:0007159","BP","GO:0007159","leukocyte cell-cell adhesion","133/4115","439/18860",0.302961275626424,1.38854183677141,4.35146314245526,1.73600897256756e-05,0.00346358052790234,0.00300258693958153,"572/8379/3683/920/2534/923/972/864/960/10077/5588/6605/30009/2736/6595/3902/30835/1725/3717/84861/3956/1511/959/10673/5595/1445/3574/7264/951/64926/7040/3718/2737/6461/2625/6387/1949/56253/921/4192/975/969/51561/8078/9750/9308/50512/7535/3676/84695/23240/54900/10385/6659/652/1236/57045/23149/3620/5914/6441/1840/4907/9840/10457/3142/6366/51176/939/3695/8631/207/387597/10318/3561/2796/1029/101/56477/7070/58494/8764/861/23308/114548/1493/29117/51148/3481/7001/11314/283234/1524/399/3575/3965/654346/7480/10125/10524/4973/6599/6403/9092/6666/940/3119/23513/201633/2131/3932/151888/6402/3123/2526/3117/961/6693/140885/84433/441478/916/3111/3108/3122/177/3133/3135/3105/3115/3113/7124/3109",133
"GO:0006304","BP","GO:0006304","DNA modification","17/4115","29/18860",0.586206896551724,2.68672225248251,4.80206178290043,1.86996515386741e-05,0.00346358052790234,0.00300258693958153,"10039/4913/7374/56915/164668/4350/4968/200315/200316/4595/252969/54512/11277/118460/60489/140564/27350",17
"GO:1903900","BP","GO:1903900","regulation of viral life cycle","45/4115","115/18860",0.391304347826087,1.79343863912515,4.50859687258889,1.90664939645528e-05,0.00346358052790234,0.00300258693958153,"9235/920/4057/972/5610/51495/10450/4938/30835/3956/164668/56829/4940/4939/64135/200315/200316/684/10155/55337/6737/91543/8638/9023/10318/4851/24138/81559/4599/103/63901/3965/5481/3669/682/8815/940/3434/8519/9636/3123/7124/60489/140564/27350",45
"GO:0051962","BP","GO:0051962","positive regulation of nervous system development","94/4115","291/18860",0.323024054982818,1.48049421068674,4.36377406995413,1.98685636049062e-05,0.00346358052790234,0.00300258693958153,"30812/6376/51330/51265/9820/816/51593/8829/706/79953/79006/7040/1954/5764/5803/2737/6387/9148/4192/9037/1627/4602/7852/1959/5605/7732/6608/2670/94030/5176/2048/5270/10154/274/22891/9746/8128/55811/1382/9353/7162/26230/4915/4851/26011/5058/7424/64221/5578/140578/118813/7074/51738/146433/3815/64084/100528062/347730/57611/1524/10636/6091/7779/4135/22883/131578/26259/57633/29882/627/139065/575/2049/22906/1946/84189/6092/23768/7058/349667/375790/5649/64218/54413/4311/23654/4914/2664/387804/4049/7124/11344/441381/1523",94
"GO:0048525","BP","GO:0048525","negative regulation of viral process","33/4115","76/18860",0.434210526315789,1.99008761271344,4.56886414900183,2.02083215456948e-05,0.00346358052790234,0.00300258693958153,"9235/4057/5610/4938/164668/56829/4940/4939/64135/200315/200316/684/10155/55337/6737/91543/8638/9023/10318/24138/81559/4599/63901/3669/8815/3434/8519/9636/5987/7124/60489/140564/27350",33
"GO:0061035","BP","GO:0061035","regulation of cartilage development","33/4115","76/18860",0.434210526315789,1.99008761271344,4.56886414900183,2.02083215456948e-05,0.00346358052790234,0.00300258693958153,"85477/6591/7481/7042/55512/7227/7040/2737/2648/4192/55553/2202/1490/860/652/6662/8200/5914/4017/1513/7483/654/8817/392255/2487/26585/4054/5916/4094/144347/100533183/359845/9241",33
"GO:0050852","BP","GO:0050852","T cell receptor signaling pathway","56/4115","153/18860",0.366013071895425,1.67752285199215,4.44518102552688,2.03707645099963e-05,0.00346358052790234,0.00300258693958153,"2534/11119/9564/29085/1445/25865/6461/2625/975/10384/3702/7535/2633/10657/5335/10385/10616/1236/23149/84106/9840/8631/8525/925/7070/121665/53347/23308/917/50852/1493/114625/915/11314/3635/926/387357/940/3119/785/3932/4068/10572/11118/3123/5336/84433/919/916/150771/54923/3105/6966/28638/3115/6967",56
"GO:0007018","BP","GO:0007018","microtubule-based movement","147/4115","496/18860",0.296370967741935,1.35833692627288,4.27238736354492,2.27415703218054e-05,0.00376492681301258,0.00326382481543695,"51364/80199/440193/79645/5874/8481/23247/4134/493/84217/57560/10947/29105/54820/6865/7419/3835/11158/11159/51668/3797/51314/64147/8655/26074/114327/10126/25809/11020/51098/23059/25999/93233/79846/3315/320/9148/90410/22858/8382/25981/6869/1768/6421/23046/89891/80127/112752/159686/1769/583/3834/64518/83658/3831/64792/55201/164395/480/22873/57639/26206/89953/63971/84709/51626/55329/85478/585/3801/89941/2622/22994/6647/5195/79932/55811/127829/51057/79582/83853/6993/84131/54970/9638/636/667/79925/26256/123872/7345/118491/54768/144406/158787/26958/56683/220004/200373/80128/79443/7802/150159/27152/221458/54919/84688/11092/118426/25911/117155/374654/4130/7846/90522/352909/55130/7314/285335/220136/10125/339778/201625/255061/375189/22820/22906/100128569/126075/89876/146754/3916/55330/642987/64800/9742/144535/124602/54785/1778/80217/23303/255758/26140/729991/161582/2342",147
"GO:0045069","BP","GO:0045069","regulation of viral genome replication","34/4115","80/18860",0.425,1.94787363304982,4.48817212186904,2.63449748880614e-05,0.00424964710309729,0.00368403009163418,"4057/5610/51495/10450/4938/164668/56829/4940/4939/64135/200315/200316/684/10155/55337/91543/8638/10318/4851/24138/4599/103/63901/5481/3669/8815/940/3434/8519/9636/7124/60489/140564/27350",34
"GO:0021915","BP","GO:0021915","neural tube development","59/4115","165/18860",0.357575757575758,1.63885268235207,4.35413431158794,2.76873093707182e-05,0.0043545215812797,0.00377494604867608,"1856/5310/80199/54903/57545/5566/2736/7289/84678/8646/26227/7042/23384/25776/51098/7249/23059/23322/6422/7040/23770/2737/2648/2348/5754/5311/7291/652/6608/8854/5914/145258/144165/585/5567/151449/51057/6423/221322/4851/4838/199221/27152/64321/115908/51339/8642/10653/54910/5916/10524/10522/84314/23513/9241/9742/23654/4763/140467",59
"GO:0044458","BP","GO:0044458","motile cilium assembly","35/4115","84/18860",0.416666666666667,1.90968003240178,4.4141656647749,3.35112348132691e-05,0.00514193117586039,0.00445755346771623,"51364/54903/57545/84217/7419/8655/26074/25809/79846/9148/25981/80127/159686/84080/583/22873/57639/55329/585/22994/79582/54970/79925/123872/200373/129880/7802/27152/90522/352909/220136/375189/126075/144535/80217",35
