"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"hsa04517","Environmental Information Processing","Signaling molecules and interaction","hsa04517","IgSF CAM signaling","98/2125","203/4848",0.482758620689655,1.10137119675456,1.30335250157338,0.109332368108917,0.472700254069179,0.423810203311718,"3683/2534/9564/4638/5588/5063/2260/22999/2036/8655/30835/8829/10398/10627/5595/208/5803/219699/5602/56253/3676/6711/1796/914/962/8828/51744/4063/5335/81/10298/55558/94030/4628/4629/91768/7225/3687/207/5792/8497/9353/8573/5375/57689/5058/84623/10666/3742/9223/10225/5789/64221/5578/58494/4359/51735/7410/57731/120425/114836/23114/145581/83700/7846/3635/6091/1000/5293/78999/6712/26047/8541/84552/940/139065/201633/8633/3739/3932/23705/4068/71/6586/84189/6092/9863/6300/9901/54413/140465/6709/5336/4155/117157/91584/10552/140735",98
"hsa00982","Metabolism","Xenobiotics biodegradation and metabolism","hsa00982","Drug metabolism - cytochrome P450","14/2125","24/4848",0.583333333333333,1.33082352941176,1.4351276051214,0.109930291643995,0.472700254069179,0.423810203311718,"221/2326/119391/4129/2329/2950/1565/1577/2949/4259/9446/27306/2941/2946",14
"hsa04714","Organismal Systems","Environmental adaptation","hsa04714","Thermogenesis","79/2125","163/4848",0.484662576687117,1.10571490436665,1.21273910646098,0.128843325029245,0.547186466790868,0.490592517655215,"1355/4710/5566/6389/6605/11343/51548/2260/108/6595/6604/2778/513/4713/9658/7249/4717/4728/5564/1337/1347/374291/53632/9167/4702/4879/113/1340/4705/84701/4695/517/1329/6194/4704/57521/5567/55811/148327/4726/9586/54539/1339/1346/5563/4724/27089/107/7248/4714/10632/4723/10476/64223/521/126129/4881/4696/111/6599/112/3265/126328/4878/1351/57104/25915/64764/493753/28958/71/29796/56901/6300/123096/8110/4722/284184/267020",79
"hsa05031","Human Diseases","Substance dependence","hsa05031","Amphetamine addiction","21/2125","39/4848",0.538461538461538,1.22845248868778,1.2652984174171,0.135117262162679,0.566833392487335,0.508207417376955,"816/4129/815/5566/2778/5567/148327/9586/814/5578/2890/776/808/2905/6571/163688/111/3725/64764/116443/1388",21
"hsa00983","Metabolism","Xenobiotics biodegradation and metabolism","hsa00983","Drug metabolism - other enzymes","20/2125","37/4848",0.540540540540541,1.23319554848967,1.25775367747878,0.137684126509447,0.569327948044551,0.510443968106039,"4353/1890/119391/2950/51733/4832/4833/7372/3704/1854/2949/4259/9446/7084/2990/2941/7378/54963/1066/2946",20
"hsa04814","Cellular Processes","Cell motility","hsa04814","Motor proteins","58/2125","118/4848",0.491525423728814,1.12137188434696,1.1790186753376,0.139021940801576,0.569327948044551,0.510443968106039,"27175/26153/57644/3835/3797/64147/8655/51168/4625/10126/10398/7125/10627/10671/7138/59/4633/25981/7134/10120/1768/23046/1769/3834/83658/3831/7137/547/7140/4628/4629/84700/92558/11258/89953/63971/51626/3801/58/22989/4651/6993/4643/7135/70/7802/374654/7846/4632/201625/4642/146754/71/140465/1778/23303/140735/80022",58
"hsa04921","Organismal Systems","Endocrine system","hsa04921","Oxytocin signaling pathway","51/2125","103/4848",0.495145631067961,1.12963106796116,1.17463181433264,0.141426268318767,0.572360427078302,0.513162806407413,"9254/816/4638/815/5566/108/4208/2778/4773/5332/10398/778/5595/8605/595/10645/5564/2771/53632/5997/113/54776/4772/5607/5330/59283/5567/3708/814/781/5578/776/808/5563/107/784/1938/3761/4881/163688/111/112/3265/4878/3725/5021/785/71/6261/140465/6263",51
"hsa04742","Organismal Systems","Sensory system","hsa04742","Taste transduction","15/2125","27/4848",0.555555555555556,1.26745098039216,1.23097623030035,0.150036240492262,0.597079202477191,0.53532498875709,"5566/5332/2557/2784/5136/5330/5567/2555/2911/5137/6335/112/2550/259294/259290",15
"hsa04970","Organismal Systems","Digestive system","hsa04970","Salivary secretion","25/2125","48/4848",0.520833333333333,1.18823529411765,1.15769248283628,0.155871615002858,0.597079202477191,0.53532498875709,"5566/108/2778/6548/5332/23439/478/683/113/482/480/486/5330/5567/3708/5578/3778/808/107/163688/111/112/6263/6844/280",25
"hsa00340","Metabolism","Amino acid metabolism","hsa00340","Histidine metabolism","8/2125","13/4848",0.615384615384615,1.40394570135747,1.28821568945323,0.156694672281574,0.597079202477191,0.53532498875709,"221/4129/443/3067/223/3176/501/57571",8
"hsa04614","Organismal Systems","Endocrine system","hsa04614","Renin-angiotensin system","9/2125","15/4848",0.6,1.36884705882353,1.26379232363061,0.157898396614316,0.597079202477191,0.53532498875709,"5476/1215/1511/183/5547/1636/1359/186/4311",9
"hsa00860","Metabolism","Metabolism of cofactors and vitamins","hsa00860","Porphyrin metabolism","10/2125","17/4848",0.588235294117647,1.34200692041522,1.24776555411968,0.15794827739949,0.597079202477191,0.53532498875709,"1355/211/1356/2235/9843/124454/7389/326625/5498/2990",10
"hsa05204","Human Diseases","Cancer: overview","hsa05204","Chemical carcinogenesis - DNA adducts","10/2125","17/4848",0.588235294117647,1.34200692041522,1.24776555411968,0.15794827739949,0.597079202477191,0.53532498875709,"119391/2950/1577/2949/4259/9446/27306/2941/6817/2946",10
"hsa05166","Human Diseases","Infectious disease: viral","hsa05166","Human T-cell leukemia virus 1 infection","78/2125","163/4848",0.478527607361963,1.09171851317214,1.05217545602203,0.165487535088348,0.618779479025996,0.554780867058191,"8379/292/3683/920/6929/5566/4791/108/7419/7042/8829/5902/3560/4792/4773/1869/5595/55697/5971/208/7040/23373/2648/5602/595/25906/894/7043/4488/1958/113/1959/4772/8900/1019/7157/207/5567/148327/9586/3561/1029/917/107/915/5293/83660/10524/111/112/3265/29882/3725/3119/64764/3932/3123/8295/3117/3127/916/4215/3111/3108/3122/3133/3134/3105/1388/3115/4049/3113/3120/7124/3106/3118/3112/3109",78
"hsa04916","Organismal Systems","Endocrine system","hsa04916","Melanogenesis","35/2125","70/4848",0.5,1.14070588235294,1.04744290082801,0.177017841868898,0.651989214416946,0.584555813415438,"1856/816/815/5566/108/6932/7481/2778/5332/5595/7306/11211/2771/113/5330/51176/5567/148327/7483/6934/83439/5578/8324/8321/3815/808/107/7480/163688/111/112/3265/8325/2535/64764",35
"hsa04360","Organismal Systems","Development and regeneration","hsa04360","Axon guidance","64/2125","133/4848",0.481203007518797,1.09782220256524,1.0104493887264,0.178159843474398,0.651989214416946,0.584555813415438,"2534/7869/2042/816/25791/4756/815/59277/5063/54437/57556/8829/4773/10398/10627/5595/6387/219699/1949/9037/2771/7852/5335/6237/5880/6608/10298/55558/2048/2045/10505/10154/7225/5998/10500/151449/91653/9353/57689/5058/223117/64221/5578/55740/22854/1020/3611/54910/6091/5293/54961/3265/84552/8633/2049/6586/1946/6092/64218/9901/84628/23654/5336/91584",64
"hsa04971","Organismal Systems","Digestive system","hsa04971","Gastric acid secretion","27/2125","53/4848",0.509433962264151,1.16222863485017,1.04897055862238,0.181240488004952,0.656281346038984,0.588404021999457,"816/4638/815/5566/108/2778/6548/5332/23439/478/2771/113/482/480/5330/5567/115111/3708/5578/3772/9992/808/107/163688/111/112/71",27
"hsa00330","Metabolism","Amino acid metabolism","hsa00330","Arginine and proline metabolism","18/2125","34/4848",0.529411764705882,1.2078062283737,1.07408124201485,0.18360705808813,0.657925291482465,0.589877938813838,"4843/5832/4129/54498/6611/65263/4953/6723/2806/2593/113451/223/29920/283208/8659/501/2628/57571",18
"hsa00514","Metabolism","Glycan biosynthesis and metabolism","hsa00514","Other types of O-glycan biosynthesis","16/2125","30/4848",0.533333333333333,1.21675294117647,1.05192405173044,0.192487175921515,0.682634933164962,0.612031932121585,"3955/8985/51809/8704/79695/6487/26290/10585/11227/84620/114805/55568/5986/63917/23275/23127",16
"hsa05412","Human Diseases","Cardiovascular disease","hsa05412","Arrhythmogenic right ventricular cardiomyopathy","30/2125","60/4848",0.5,1.14070588235294,0.968730480256095,0.200685839636756,0.701164490761716,0.628645029966899,"9254/1496/489/88/8516/6932/3693/6640/778/2010/6445/6442/3676/8082/8910/3691/51176/3695/59283/6934/83439/781/776/784/1000/6641/785/6546/71/487",30
"hsa05162","Human Diseases","Infectious disease: viral","hsa05162","Measles","42/2125","86/4848",0.488372093023256,1.11417783857729,0.943688154977629,0.201788617980843,0.701164490761716,0.628645029966899,"2213/4938/30835/3560/4792/8717/208/27113/7297/23586/5602/595/1027/4940/4939/64135/7128/894/317/3553/3661/7187/842/1019/7157/207/3561/4599/917/915/3592/6773/5293/3725/940/4600/3665/51284/916/3303/3305/10379",42
"hsa00760","Metabolism","Metabolism of cofactors and vitamins","hsa00760","Nicotinate and nicotinamide metabolism","13/2125","24/4848",0.541666666666667,1.23576470588235,1.02275807989448,0.206527834465152,0.710455750560122,0.636975321034626,"23098/22978/51548/23475/683/84618/30833/4907/23410/93100/5169/349565/5167",13
"hsa04721","Organismal Systems","Nervous system","hsa04721","Synaptic vesicle cycle","21/2125","41/4848",0.51219512195122,1.16852797704448,0.957236017738115,0.211552412419078,0.720534949229335,0.646012056683584,"6540/8218/22999/112755/8775/1759/6532/10312/6539/23025/6812/440279/6529/9114/1173/6512/6571/6536/26052/534/6844",21
"hsa00601","Metabolism","Glycan biosynthesis and metabolism","hsa00601","Glycosphingolipid biosynthesis - lacto and neolacto series","9/2125","16/4848",0.5625,1.28329411764706,1.00259663295469,0.225686383664442,0.758491038540173,0.680042454994709,"10402/6489/8704/6487/53947/8706/84002/10317/2526",9
"hsa04932","Human Diseases","Endocrine and metabolic disease","hsa04932","Non-alcoholic fatty liver disease","48/2125","100/4848",0.48,1.09507764705882,0.848623837381146,0.22710632840011,0.758491038540173,0.680042454994709,"4710/6389/4713/208/7040/5602/4717/4728/5564/1337/1347/374291/53632/9167/3953/4702/3553/1340/7186/4705/84701/4695/1329/4704/207/4726/54539/10018/1339/1346/5563/4724/27089/4714/4723/4696/5293/4296/126328/1649/22877/1351/3725/29796/56901/6300/4722/7124",48
"hsa00430","Metabolism","Metabolism of other amino acids","hsa00430","Taurine and hypotaurine metabolism","7/2125","12/4848",0.583333333333333,1.33082352941176,1.01352863667877,0.234054026483663,0.769364191372563,0.689791028372585,"2326/2329/2678/2571/1036/51380/339896",7
"hsa04962","Organismal Systems","Excretory system","hsa04962","Vasopressin-regulated water reabsorption","17/2125","33/4848",0.515151515151515,1.17527272727273,0.892411842847635,0.236033519254889,0.769364191372563,0.689791028372585,"5566/2778/8655/6810/10671/397/554/51626/5567/148327/9586/112/64764/9230/1778/6844/140735",17
"hsa00603","Metabolism","Glycan biosynthesis and metabolism","hsa00603","Glycosphingolipid biosynthesis - globo and isoglobo series","6/2125","10/4848",0.6,1.36884705882353,1.03134875611184,0.237071524085732,0.769364191372563,0.689791028372585,"3074/6489/53947/8706/10317/3073",6
"hsa05152","Human Diseases","Infectious disease: bacterial","hsa05152","Tuberculosis","55/2125","116/4848",0.474137931034483,1.08170385395538,0.786758286184641,0.243893686482153,0.784106805138885,0.703008855280579,"4843/9902/972/816/8625/4802/815/537/2213/30835/7042/3717/8717/5595/208/7040/5602/10312/51561/1509/7043/317/3553/4046/842/3687/8844/207/5993/22925/3460/9114/808/2215/124905743/3592/163688/1263/3119/4261/3916/6300/3123/3117/3127/3111/3108/3122/3115/3113/3120/7124/3118/3112/3109",55
"hsa00260","Metabolism","Amino acid metabolism","hsa00260","Glycine, serine and threonine metabolism","14/2125","27/4848",0.518518518518518,1.18295424836601,0.842069565947394,0.257472756295687,0.820098408941818,0.735277949265461,"211/4129/26227/1757/2593/8639/9380/113675/275/5723/501/63826/2628/441531",14
"hsa03040","Genetic Information Processing","Transcription","hsa03040","Spliceosome","51/2125","108/4848",0.472222222222222,1.07733333333333,0.717929160181454,0.266957914806592,0.839805420748164,0.752946720560625,"11338/27238/56949/6626/9984/10450/10523/55696/10992/2521/6634/6430/24148/51340/6625/8175/55702/26121/8896/27339/25766/55110/51639/6432/9129/25949/6431/6633/51690/25804/79228/84811/6636/144983/10262/151903/199746/79753/29896/6100/7536/83443/27258/9092/343069/22827/10189/101954278/3303/3305/57461",51
"hsa05034","Human Diseases","Substance dependence","hsa05034","Alcoholism","41/2125","86/4848",0.476744186046512,1.08764979480164,0.724431940306319,0.268542431053192,0.839805420748164,0.752946720560625,"84254/9734/51564/4129/5566/2778/55506/83933/5595/10014/10645/2784/2771/2791/25759/5567/148327/9586/4915/814/808/2905/2785/79885/6571/94235/163688/136/8841/2783/111/3265/2788/627/8334/64764/54331/55315/116443/1388/8341",41
"hsa04310","Environmental Information Processing","Signal transduction","hsa04310","Wnt signaling pathway","54/2125","115/4848",0.469565217391304,1.0712716112532,0.683265356679257,0.277457165137816,0.84405268581329,0.756754703008855,"1856/440193/816/815/5566/6932/7481/25805/25776/4773/5332/6907/6422/6424/84445/5602/595/11211/10297/894/5880/4772/5176/5330/51176/144165/7090/85407/7157/5567/7483/84870/6934/83439/5578/27123/8324/8321/57805/1487/4041/2487/166336/10023/4920/7480/8607/8325/79718/3725/2535/4919/164284/1454",54
"hsa04330","Environmental Information Processing","Signal transduction","hsa04330","Notch signaling pathway","18/2125","36/4848",0.5,1.14070588235294,0.748501803962369,0.279715134252079,0.84405268581329,0.756754703008855,"1856/4854/113878/3955/2648/23220/4853/83464/7090/4851/1487/23462/5986/196403/84441/9612/55534/28514",18
"hsa04923","Organismal Systems","Endocrine system","hsa04923","Regulation of lipolysis in adipocytes","18/2125","36/4848",0.5,1.14070588235294,0.748501803962369,0.279715134252079,0.84405268581329,0.756754703008855,"5566/11343/108/2778/5742/208/2771/113/207/5567/4886/107/4881/5293/111/112/4878/57104",18
"hsa04929","Organismal Systems","Endocrine system","hsa04929","GnRH secretion","18/2125","36/4848",0.5,1.14070588235294,0.748501803962369,0.279715134252079,0.84405268581329,0.756754703008855,"8913/610/5332/778/5595/208/408/5330/207/3782/57657/2796/3708/5578/776/5293/3265/2550",18
"hsa00350","Metabolism","Amino acid metabolism","hsa00350","Tyrosine metabolism","10/2125","19/4848",0.526315789473684,1.20074303405573,0.774427627658949,0.291876110234484,0.851538882039235,0.763466623125752,"221/4129/1312/2954/259307/7306/3081/2806/8639/4282",10
"hsa04261","Organismal Systems","Circulatory system","hsa04261","Adrenergic signaling in cardiomyocytes","51/2125","109/4848",0.467889908256881,1.0674495412844,0.629130950988018,0.296652346727112,0.851538882039235,0.763466623125752,"9254/816/815/5566/489/108/2778/6548/4625/5332/23439/778/5595/208/478/5518/4633/2771/7134/113/482/7137/480/183/486/5330/207/59283/5567/148327/9586/781/5578/5521/776/70/808/107/784/163688/111/112/6330/3753/186/64764/785/6546/6300/487/1388",51
"hsa00534","Metabolism","Glycan biosynthesis and metabolism","hsa00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin","9/2125","17/4848",0.529411764705882,1.2078062283737,0.758152651944672,0.301891753212514,0.851538882039235,0.763466623125752,"64132/11285/26229/2132/9653/9955/2134/126792/2131",9
"hsa00650","Metabolism","Carbohydrate metabolism","hsa00650","Butanoate metabolism","9/2125","17/4848",0.529411764705882,1.2078062283737,0.758152651944672,0.301891753212514,0.851538882039235,0.763466623125752,"5019/7915/3155/35/1892/2571/54511/622/116285",9
"hsa04934","Human Diseases","Endocrine and metabolic disease","hsa04934","Cushing syndrome","50/2125","107/4848",0.467289719626168,1.06608026388125,0.610549438496383,0.303386264755675,0.851538882039235,0.763466623125752,"1856/8913/816/815/5566/949/108/6932/7481/2778/5332/1869/778/5595/595/9049/1027/11211/2771/10297/4297/113/4221/1019/183/5330/51176/1583/79798/5567/148327/7483/9586/1029/6934/3708/83439/8324/8321/776/107/7480/111/112/8325/2535/64764/3739/54554/1388",50
"hsa05202","Human Diseases","Cancer: overview","hsa05202","Transcriptional misregulation in cancer","54/2125","116/4848",0.46551724137931,1.06203651115619,0.597373769232152,0.306689872354039,0.851538882039235,0.763466623125752,"4353/2115/8842/8938/51513/3479/2530/7185/6929/4208/2521/3560/3002/5327/4066/7468/1027/1647/7709/4297/894/5328/860/64919/10912/5914/8864/8900/4221/4613/1643/4005/1025/1848/3695/3480/5371/7157/6258/6935/861/4300/9915/1649/2118/4094/1436/7490/8464/5154/4914/8861/6257/2119",54
"hsa05225","Human Diseases","Cancer: specific types","hsa05225","Hepatocellular carcinoma","54/2125","116/4848",0.46551724137931,1.06203651115619,0.597373769232152,0.306689872354039,0.851538882039235,0.763466623125752,"1856/3082/119391/6605/6595/6932/6604/2950/7481/7042/1869/5595/208/7040/595/11211/10297/1647/7043/5335/25759/10912/2949/1643/1019/51176/3480/7157/207/4259/7483/1029/6934/9446/83439/5578/8324/8321/4041/10023/29117/3481/7480/2941/5293/6599/3265/8325/2535/71/10587/5336/8110/2946",54
"hsa05216","Human Diseases","Cancer: specific types","hsa05216","Thyroid cancer","15/2125","30/4848",0.5,1.14070588235294,0.682859946737734,0.307472940931409,0.851538882039235,0.763466623125752,"6932/5595/595/1647/10912/1643/51176/7157/6258/6934/83439/5979/3265/4914/6257",15
"hsa04625","Organismal Systems","Immune system","hsa04625","C-type lectin receptor signaling pathway","35/2125","74/4848",0.472972972972973,1.07904610492846,0.605267400294147,0.311896745959783,0.851538882039235,0.763466623125752,"4791/30835/4792/4773/5595/6367/5971/208/5602/51561/1959/3553/6237/4046/4772/834/8844/207/5058/3708/808/114548/3592/163688/6773/5293/53342/1263/3265/3725/1960/6300/5336/10379/7124",35
"hsa00380","Metabolism","Amino acid metabolism","hsa00380","Tryptophan metabolism","8/2125","15/4848",0.533333333333333,1.21675294117647,0.742667446114138,0.312654816743395,0.851538882039235,0.763466623125752,"4129/259307/1892/3620/223/23498/501/11185",8
"hsa00770","Metabolism","Metabolism of cofactors and vitamins","hsa00770","Pantothenate and CoA biosynthesis","8/2125","15/4848",0.533333333333333,1.21675294117647,0.742667446114138,0.312654816743395,0.851538882039235,0.763466623125752,"51733/587/79717/60490/51380/339896/5169/5167",8
"hsa04912","Organismal Systems","Endocrine system","hsa04912","GnRH signaling pathway","30/2125","63/4848",0.476190476190476,1.08638655462185,0.609631800639339,0.313704994608164,0.851538882039235,0.763466623125752,"816/815/5566/108/4313/2778/5332/778/5595/8605/5602/1839/1958/113/5338/5330/5567/2796/3708/5578/776/808/107/163688/111/112/3265/3725/6300/4215",30
"hsa05322","Human Diseases","Immune disease","hsa05322","Systemic lupus erythematosus","25/2125","52/4848",0.480769230769231,1.09683257918552,0.620120003271819,0.314376273310996,0.851538882039235,0.763466623125752,"55506/6634/1511/959/81/6737/2215/124905743/940/3119/8334/3123/3117/3127/3111/3108/3122/3115/3113/3120/7124/8341/3118/3112/3109",25
"hsa05146","Human Diseases","Infectious disease: parasitic","hsa05146","Amoebiasis","29/2125","61/4848",0.475409836065574,1.08460559305689,0.58738714025217,0.322306428772109,0.864817617029601,0.775371976100591,"4843/10319/5566/2778/22798/7042/1511/5332/7040/3315/1277/3910/7043/3553/81/5330/5567/5578/9630/911/913/1278/107/1281/3592/5293/3913/1287/7124",29
"hsa00531","Metabolism","Glycan biosynthesis and metabolism","hsa00531","Glycosaminoglycan degradation","7/2125","13/4848",0.538461538461538,1.22845248868778,0.72855356359345,0.3243066063861,0.864817617029601,0.775371976100591,"3074/23553/3425/2990/2720/6448/3073",7
"hsa05224","Human Diseases","Cancer: specific types","hsa05224","Breast cancer","46/2125","99/4848",0.464646464646465,1.06004991087344,0.533237932702591,0.332152002990116,0.874656715486749,0.784193444423554,"1856/672/3479/2324/4854/4791/2260/6932/7481/2099/1869/5595/208/595/11211/2246/10297/1647/25759/10912/4853/1643/1019/51176/3480/7157/207/7483/4851/6934/83439/8324/8817/8321/3815/8822/4041/23462/10023/7480/5293/3265/8325/3725/2535/28514",46
"hsa04935","Organismal Systems","Endocrine system","hsa04935","Growth hormone synthesis, secretion and action","37/2125","79/4848",0.468354430379747,1.06850930752048,0.542302515058541,0.333081481769663,0.874656715486749,0.784193444423554,"3479/9564/5566/108/2778/3717/5332/778/5595/208/5602/2690/2771/8835/113/5335/25759/112609/5330/207/5567/55811/148327/9586/3708/5578/51738/776/107/5293/111/112/3265/64764/6300/5336/1388",37
"hsa05012","Human Diseases","Neurodegenerative disease","hsa05012","Parkinson disease","77/2125","169/4848",0.455621301775148,1.03945979812043,0.461226067956232,0.350191843671892,0.912621168357053,0.818231341274836,"292/5704/816/9627/4710/4129/815/5566/6389/7419/2778/513/4713/25828/10105/5602/4717/4728/1337/1347/2771/374291/27429/9167/11315/9927/4702/317/5335/3831/1340/10131/4705/7317/84701/4695/842/517/1329/89953/4704/7157/5567/6233/6622/4726/54539/3708/7345/9246/1339/5710/5692/808/1346/4724/27089/6571/91252/4714/7846/4723/10476/163688/7314/4696/111/126328/1649/1351/7318/29796/5413/56901/6263/4722/7311",77
"hsa04660","Organismal Systems","Immune system","hsa04660","T cell receptor signaling pathway","42/2125","91/4848",0.461538461538462,1.0529592760181,0.450493279239378,0.36415845943566,0.938621315360292,0.841542366586797,"920/2534/5588/5063/5788/4792/4773/959/5595/208/5518/5602/3702/7535/5335/10298/4772/1019/7006/207/4794/5058/925/5521/7410/917/1493/29851/915/5293/926/10125/3265/3725/940/3932/6300/84433/919/916/27040/7124",42
"hsa00590","Metabolism","Lipid metabolism","hsa00590","Arachidonic acid metabolism","15/2125","31/4848",0.483870967741935,1.10390891840607,0.512669527690996,0.368062420159069,0.938621315360292,0.841542366586797,"5742/2678/8605/5730/2053/5740/1573/145482/80142/874/246/27306/2879/8398/4051",15
"hsa01522","Human Diseases","Drug resistance: antineoplastic","hsa01522","Endocrine resistance","33/2125","71/4848",0.464788732394366,1.06037448218724,0.452686068360985,0.368354295272207,0.938621315360292,0.841542366586797,"3479/5566/4854/108/4313/2778/2099/1565/1869/5595/208/5602/595/1027/1839/113/25759/4853/1019/3480/7157/207/5567/1029/4851/107/5293/111/112/3265/3725/6300/28514",33
"hsa04622","Organismal Systems","Immune system","hsa04622","RIG-I-like receptor signaling pathway","19/2125","40/4848",0.475,1.08367058823529,0.469367208157833,0.376478366909389,0.949580153752713,0.851367763309501,"55593/4792/8717/23586/79132/5602/64135/3661/7186/5300/7187/26007/79671/3592/340061/3665/9636/6300/7124",19
"hsa00830","Metabolism","Metabolism of cofactors and vitamins","hsa00830","Retinol metabolism","9/2125","18/4848",0.5,1.14070588235294,0.528283562060644,0.382787331111989,0.949580153752713,0.851367763309501,"56603/8228/8630/1577/8854/8608/9249/216/339761",9
"hsa04014","Environmental Information Processing","Signal transduction","hsa04014","Ras signaling pathway","71/2125","157/4848",0.452229299363057,1.03172124391158,0.356910623874758,0.390515756709267,0.949580153752713,0.851367763309501,"3479/3082/9846/2324/2263/11186/2261/5566/5063/2260/2323/5595/64926/208/8605/10156/5602/2784/55770/2246/7535/5335/6237/2791/5880/5338/25759/10298/51196/3480/8844/207/5567/23179/56034/4915/3363/5058/7424/5578/7074/8817/3815/8822/808/5900/2785/3481/94235/163688/80310/5293/2783/10125/7423/3265/2788/627/1436/1946/8398/4908/22821/54331/4763/8831/5154/5336/4914/27040/5863",71
"hsa04380","Organismal Systems","Development and regeneration","hsa04380","Osteoclast differentiation","43/2125","94/4848",0.457446808510638,1.04362453066333,0.37727433485208,0.391276511151501,0.949580153752713,0.851367763309501,"2534/7305/9846/2213/489/4791/7042/29760/10454/4792/4773/54/5595/5971/208/7040/7297/5602/3553/7186/3727/4772/7006/207/1513/3708/814/653361/3460/8878/2215/124905743/6773/5293/3725/1436/3932/6300/487/5336/140885/10379/7124",43
"hsa04740","Organismal Systems","Sensory system","hsa04740","Olfactory transduction","13/2125","27/4848",0.481481481481481,1.09845751633987,0.453162901594439,0.395329270418453,0.949580153752713,0.851367763309501,"816/815/5566/157/5136/5997/408/5567/5137/808/163688/2788/6546",13
"hsa04151","Environmental Information Processing","Signal transduction","hsa04151","PI3K-Akt signaling pathway","105/2125","234/4848",0.448717948717949,1.02371040723982,0.328397848591696,0.396210146967033,0.949580153752713,0.851367763309501,"672/3479/3082/2324/23035/1298/10319/9170/2263/2261/2260/8516/23239/3693/2323/22798/1299/3326/3717/3560/5595/7249/3574/2997/208/11140/5518/1311/1277/7448/595/1027/2784/1297/3910/2690/7060/2246/3676/6794/4602/894/63923/2791/3691/842/10971/1019/6194/3695/3480/92579/7157/57521/1291/1292/207/148327/56034/9586/2846/3561/4915/7424/9223/10018/5578/8817/5521/3815/8822/2785/5563/1278/7248/5979/3481/94235/64223/7148/2668/3575/7059/80310/5293/3913/2783/7423/3265/2788/627/2149/64764/1436/1946/4908/7058/54331/9863/1287/5649/5154/4914/131873/1388",105
"hsa04015","Environmental Information Processing","Signal transduction","hsa04015","Rap1 signaling pathway","66/2125","146/4848",0.452054794520548,1.03132312651088,0.339462946429511,0.398298346236885,0.949580153752713,0.851367763309501,"3683/3479/3082/2324/9564/9170/2263/2261/2260/108/2533/2778/5332/5595/208/25865/23094/2246/2771/64411/113/5335/6237/5880/5330/51196/3480/8631/207/56034/2846/7424/9223/5578/55740/7074/8817/3815/8822/51735/808/5900/7410/107/10636/163688/136/80310/5293/83660/111/7423/112/3265/375189/84552/2149/1436/71/1946/9863/6300/51466/5154/26037/27040",66
"hsa04350","Environmental Information Processing","Signal transduction","hsa04350","TGF-beta signaling pathway","34/2125","74/4848",0.459459459459459,1.04821621621622,0.36919850595577,0.399222138823968,0.949580153752713,0.851367763309501,"4052/4756/8646/7042/25805/5595/7040/5518/93/60436/7043/4093/2331/3624/652/650/8200/10468/269/7044/151449/3547/654/392255/4681/100532736/2200/26585/148738/3400/375387/9241/79875/7124",34
"hsa00563","Metabolism","Glycan biosynthesis and metabolism","hsa00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis","8/2125","16/4848",0.5,1.14070588235294,0.497967430653577,0.399623249822347,0.949580153752713,0.851367763309501,"9091/128869/80235/51604/8818/93210/84302/8733",8
"hsa04145","Cellular Processes","Transport and catabolism","hsa04145","Phagosome","46/2125","101/4848",0.455445544554455,1.03905882352941,0.350398618644636,0.400259076436463,0.949580153752713,0.851367763309501,"4353/9902/55176/537/2213/949/3693/30835/1311/10312/7060/78989/6441/22925/81035/653361/9114/2215/124905743/7846/53407/7059/4973/3119/71/9146/3916/7058/3123/3117/1778/3127/3111/3108/3122/3133/3134/3105/534/3115/3113/3120/3106/3118/3112/3109",46
"hsa00515","Metabolism","Glycan biosynthesis and metabolism","hsa00515","Mannose type O-glycan biosynthesis","7/2125","14/4848",0.5,1.14070588235294,0.465709508511431,0.418495153430982,0.981061771001017,0.879593325897485,"27087/8704/6487/10585/146664/79147/2526",7
"hsa04972","Organismal Systems","Digestive system","hsa04972","Pancreatic secretion","24/2125","52/4848",0.461538461538462,1.0529592760181,0.339153482163242,0.41923279167776,0.981061771001017,0.879593325897485,"5874/489/108/2778/6548/5332/23439/478/683/113/482/480/486/5330/3708/5578/3778/1359/107/4218/111/112/487/280",24
"hsa05022","Human Diseases","Neurodegenerative disease","hsa05022","Pathways of neurodegeneration - multiple diseases","130/2125","292/4848",0.445205479452055,1.01569701853344,0.244404329782353,0.426347231008183,0.99096923964064,0.888476093068261,"1856/292/4843/5704/816/9627/4710/815/6389/489/7419/7481/50507/2521/513/4713/10126/5332/778/5595/10671/10105/5602/4717/55626/4728/11211/1337/1347/25981/10120/10297/374291/27429/1768/9167/2882/11315/9927/4702/317/5335/1769/3553/3831/1340/10131/22863/7186/4705/7317/84701/4695/1742/842/517/5630/1329/11258/89953/5330/4704/7483/6233/6622/4726/54539/3708/2911/5578/7345/27123/2890/8324/116442/9246/1339/8321/776/5710/5692/808/8878/1346/2905/4041/7802/4724/493869/27089/1020/53349/10023/4714/4218/7846/4723/10476/7480/163688/7314/4696/5481/6712/9973/3265/201625/126328/1649/1351/627/8851/8408/8325/2535/7318/146754/29796/5413/56901/6300/6261/487/6263/177/100506742/4722/1454/7311/7124",130
