"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0033044","BP","GO:0033044","regulation of chromosome organization","119/5224","244/18860",0.487704918032787,1.76074172168805,7.40297667879965,1.72786079388228e-12,4.37356124147483e-10,3.50082784848907e-10,"996/9031/7756/4361/8452/54908/57492/55781/23063/6047/9319/55743/60/7520/546/9183/8550/51433/332/51776/26277/23411/5594/7528/10664/4683/80351/79991/6603/64151/26271/26054/8899/7272/10111/9555/10051/54464/8850/54891/51377/991/8289/6950/23397/3181/11130/1017/8678/9787/25913/54617/55274/84250/891/55143/324/55226/9700/3178/10574/84101/86/10592/55755/4609/57082/1062/79035/6601/5925/83540/51143/92345/908/54892/79648/3619/22948/140609/64682/9184/220134/10694/286053/701/23049/147841/79677/7203/26354/55193/5885/221150/10576/201161/5347/2237/8313/983/5394/51112/8658/3981/55055/170506/545/11065/83903/348654/9212/9735/7874/10445/196528/51434/6714/23137/51750",119
"GO:0000209","BP","GO:0000209","protein polyubiquitination","139/5224","300/18860",0.463333333333333,1.67275395610005,7.2701826160872,3.25754038428424e-12,7.92835213528872e-10,6.34626895918047e-10,"996/23077/9690/9604/23304/8452/23327/8454/23118/54542/10758/6047/865/4734/55743/27252/29089/7319/3093/83737/4779/57531/10075/57542/51433/10985/55072/117584/54941/331/51283/8767/4683/3551/51366/8887/54926/11101/80351/7531/7323/10612/329/9354/867/23328/9025/56940/4012/7337/9616/90025/22954/9870/8405/55905/23352/6049/10277/7322/84231/85363/5562/7326/7174/4193/149041/64844/9373/9656/580/91947/9520/23219/55016/10299/64839/81545/26249/257218/90678/89910/64682/9320/29761/25921/54778/8450/55585/165918/54726/285671/140456/220972/89890/8945/8065/119504/54765/64400/26263/64127/7336/81844/7532/10477/7324/84640/80196/25948/81603/8658/79102/200933/11065/246184/56888/220441/55884/7334/1728/29072/10193/80254/4303/7327/5071/7332/80829/5478/51434/57162/10210/54708/51465/6048/134111/1654/7335",139
"GO:0051052","BP","GO:0051052","regulation of DNA metabolic process","208/5224","497/18860",0.41851106639839,1.51093390357459,7.14477434771295,4.42460192582012e-12,1.03699559209592e-09,8.3006567122988e-10,"23028/10926/58525/4361/23338/5982/57492/5888/10721/23201/23063/6873/64710/2255/54556/7037/60/4292/57662/7155/79960/57103/7520/55183/10269/546/56970/51720/8550/26277/27154/23411/25/8317/5594/24144/4174/55671/7528/1457/64863/6839/9767/55578/4683/54108/9466/27000/6742/80351/23560/79991/9126/6603/6830/2305/10635/5985/8914/26271/9025/51053/2070/10111/5159/604/3836/54464/8850/54891/2956/27101/51377/8289/6950/56943/6883/23244/54537/3181/78996/1017/9643/1026/7913/2069/7270/8089/25913/54617/79733/55274/6874/26057/5111/5983/84250/56907/84893/55226/3178/10574/27097/1660/57695/86/3586/4609/9656/10097/1763/580/2247/94/79035/6601/8451/114799/80854/92345/1956/908/54107/6877/1111/22948/140609/79596/117143/5884/1054/10694/286053/23049/150275/2264/8741/26168/10629/7398/79677/56916/4880/113510/84142/7203/151987/6314/59343/5984/5580/26354/55193/165918/7486/219736/144455/10576/254225/5347/6778/2021/81620/8313/7336/983/4862/157570/5394/149840/93624/8658/80311/170506/545/23529/79915/253461/7334/9212/2187/29072/3838/28970/64061/11124/55010/79184/10933/51547/7874/10445/3006/3005/196528/3146/6714/641/57162/7027/11177/23137/647309/8505/7335/112441434/5591/51750",208
"GO:0051310","BP","GO:0051310","metaphase chromosome alignment","62/5224","104/18860",0.596153846153846,2.15227058546354,7.29320550852898,8.8531946415635e-12,2.00082198899335e-09,1.60156288027081e-09,"7756/55166/8452/54908/998/4292/10615/25978/81929/9183/332/23411/22919/128866/81610/8766/3837/7272/8850/1894/150465/51652/9928/9525/81930/11130/8678/90417/151648/891/55143/324/57082/1062/5925/83540/1060/91782/3619/79980/9184/220134/29127/147841/84142/152185/92421/221150/23172/81620/79003/983/51112/55055/10540/51115/9212/23212/285331/9735/3833/57132",62
"GO:0010506","BP","GO:0010506","regulation of autophagy","165/5224","377/18860",0.437665782493369,1.58008741535699,7.04198839894667,1.11127255889277e-11,2.42487336299084e-09,1.94099584515136e-09,"5286/23376/823/9821/535/23274/79142/55187/5291/8454/23118/9474/8975/65125/11178/2773/6093/4943/55737/4734/1459/6720/23032/7107/7319/5289/57103/27244/11043/2932/10269/2017/55054/27102/10075/10059/10558/55763/55072/23256/51322/23411/25/51100/9681/7494/2033/9517/3091/1457/5127/9100/4210/8767/66036/4233/6009/219771/6198/55294/1982/26235/7957/373/1452/8992/8723/523/1981/22930/9528/5768/149371/64121/22926/2309/25782/22954/148/10434/5290/55847/9559/10133/8678/23352/3791/54832/58533/23677/529/5562/57533/7428/29979/55332/10241/3586/9550/25989/29919/4864/3607/27/10456/245973/5899/493856/9140/11011/526/92140/203228/90678/140710/5305/2308/291/9531/528/23367/64798/10670/128338/6103/257397/65018/3099/26086/51375/7855/80149/6850/8945/79837/2021/64127/6774/5604/154/9637/4534/81603/598/55254/664/220441/140775/340485/2629/29072/10193/29110/23545/5071/7874/3146/30849/160760/7405/2475/25853/6048/10206/7416",165
"GO:0007093","BP","GO:0007093","mitotic cell cycle checkpoint signaling","75/5224","136/18860",0.551470588235294,1.99095239167643,7.17860977935665,1.35758812828259e-11,2.86360589192408e-09,2.29218037659502e-09,"7756/51360/4361/54908/1112/9319/55743/4998/9183/51720/332/51776/63967/51322/5932/4683/8899/7272/10111/1386/991/11130/1017/1026/891/55143/324/51347/60561/84101/3364/55755/9656/57082/580/79035/8720/83540/163859/54465/2177/51143/3619/1111/144715/5884/9184/220134/701/29980/8883/57551/147841/84142/11073/92421/221150/5347/55159/983/51499/64859/55055/545/83903/348654/9212/9735/4303/4582/79184/116224/641/26058/5591",75
"GO:1901991","BP","GO:1901991","negative regulation of mitotic cell cycle phase transition","97/5224","193/18860",0.50259067357513,1.81448317450745,7.03948561844503,2.20979326192659e-11,4.51082960047466e-09,3.61070464393574e-09,"7756/51360/4361/54908/23026/1112/9319/55743/1739/79960/5933/4998/9183/51720/332/63967/51322/5932/28984/5934/4683/2146/23560/26271/8899/7272/10111/90/991/11130/1017/1026/140901/9088/1032/891/79577/55143/324/51347/60561/84101/3364/55755/57082/580/79035/5925/8720/83540/163859/54465/51143/3619/1111/5884/9184/220134/701/29980/8883/57551/147841/84142/11073/92421/5885/221150/8328/144455/5347/11170/55159/57099/983/51499/5728/64859/55055/545/149420/10106/51379/83903/348654/9212/9735/4303/4582/79184/116224/123879/25959/641/79027/26058/5591",97
"GO:0006364","BP","GO:0006364","rRNA processing","108/5224","223/18860",0.484304932735426,1.74846688962292,6.95912183708705,3.12048557083193e-11,6.17076021632013e-09,4.93940018646159e-09,"51096/23517/51154/51602/55781/10885/51018/23016/22894/51729/102157402/27292/8602/8886/22803/51575/8780/6839/90459/10775/23560/117246/55813/2483/11103/4839/55003/705/55299/8850/84128/79954/80135/10969/6230/55127/54853/11340/27340/6125/5393/10199/88745/83732/10799/25983/23404/25926/6155/57050/134430/55226/10200/11137/92856/6229/29081/55759/84916/28987/163859/92345/285855/6129/84294/10556/22984/57647/153443/10557/23076/64216/23160/11157/84135/25879/65083/84881/9188/9790/9221/55720/29063/5036/55006/51013/55636/5394/6201/55272/1662/63899/23212/55505/51118/51547/9045/79979/161424/84154/55035/84549/51441/131870/51202/51406/5591/9724",108
"GO:0048193","BP","GO:0048193","Golgi vesicle transport","142/5224","319/18860",0.445141065830721,1.60707513429698,6.76844068419826,7.0723724653491e-11,1.35618099880997e-08,1.08555841477703e-08,"6683/6642/9135/8452/9341/27095/9950/10640/4905/3998/55973/27252/56681/1785/10890/9522/2060/10959/56605/9183/51290/55614/55763/23256/9117/372/10490/9321/10484/5875/10483/6102/23062/8766/5862/10652/11196/8729/9570/7531/3875/23074/51026/8724/64083/80006/10802/57222/10342/22937/149371/8548/50999/8674/51552/5537/10434/55297/10133/2181/10564/80262/23163/117177/54832/1315/10749/54521/57533/51124/55207/6272/8774/56907/51014/60561/22796/9648/83548/55014/5876/5861/403/54536/55435/8615/10427/10066/79748/9980/55204/5872/29097/51542/113419/2803/81555/29934/51125/6836/10525/288/143187/51594/51128/22878/375056/51560/123720/10239/11079/7109/8613/7805/163882/5584/134957/164/60684/10972/11236/51112/5870/9632/1176/23760/286451/122553/5877/9276/51479/23299/399687/160/4644/23230/7405/90196/6643/26286/6399/10597",142
"GO:0016197","BP","GO:0016197","endosomal transport","135/5224","300/18860",0.45,1.62461715160796,6.74998744511994,8.36205523528309e-11,1.55632604496681e-08,1.24576500904589e-08,"57679/55610/9912/9043/54497/51534/6642/7260/57554/55773/23274/9341/55745/7813/55737/8301/5289/23085/25978/10890/2060/8898/55614/54918/7430/5594/85377/10490/128866/65009/8766/51201/64089/84079/1174/10652/57589/9827/8729/9110/5878/23603/51699/5869/23074/51026/11021/11149/8724/23527/8723/200576/10254/51652/65977/8934/8674/23673/51552/9525/9559/9367/23163/8678/58513/25938/58533/84766/51429/57533/157680/9201/55207/6272/51361/2647/9648/23325/51028/5962/84162/950/1213/64129/81609/5872/51542/5868/51143/4478/29934/91782/143187/84910/51560/23426/137492/9372/10311/11267/7109/51375/84661/22836/92421/9897/51271/10807/51762/164/64400/84376/27065/5604/9185/253725/387680/5870/259173/5071/51479/4771/7874/282991/30849/6714/50618/92241/6643/6453/201475/54741/2013/91056/57132",135
"GO:0045787","BP","GO:0045787","positive regulation of cell cycle","152/5224","349/18860",0.435530085959885,1.57237699487049,6.68032145880801,1.11182763975566e-10,2.01018437267823e-08,1.60905702330954e-08,"55904/10926/5048/58525/6683/8452/9099/64848/50484/65125/5586/387/2255/998/56852/10615/1906/8556/546/6790/51433/332/51776/25/8317/994/9371/81610/28984/8766/79848/898/2146/219771/5889/6198/1845/64151/8882/10635/26271/896/9555/5159/10051/8850/7474/1894/1981/150465/51652/991/5629/9928/51692/22954/8013/9525/23397/29899/6491/2069/5469/8678/9787/54617/79733/26057/84250/891/4212/9475/79577/6210/55143/6926/6733/9700/4193/84101/3586/10592/5292/5962/51203/57082/9585/29766/1950/282809/675/5925/8451/23476/8444/51143/55023/1956/54892/3619/1111/1977/6868/55835/9510/220134/286053/163786/8450/29127/6755/79677/25886/10370/57057/5885/6990/221150/219736/144455/85459/252983/201161/4824/6240/2237/153241/25942/983/5581/5356/6241/27085/11065/9134/79915/348654/9212/5781/4869/84967/5087/1978/51434/7027/131870/221477/23137/693175/137886/1654/114821",152
"GO:0045930","BP","GO:0045930","negative regulation of mitotic cell cycle","114/5224","244/18860",0.467213114754098,1.68676097707931,6.68305070207857,1.50819468663231e-10,2.6510711047248e-08,2.12205638364757e-08,"7756/51360/4361/54908/23026/64848/1112/5774/9319/55743/1739/79960/5933/4998/9183/51720/332/51776/63967/51322/25/655/5932/28984/5934/7976/4683/2146/23560/9368/26271/51696/8899/7272/10111/604/90/1386/991/11130/1017/1026/140901/9088/1032/891/79577/55143/324/51347/60561/84101/3364/3586/55755/9656/57082/580/79035/5925/8720/10040/83540/163859/54465/2177/51143/3619/1111/144715/5884/9184/220134/701/29980/8883/57551/147841/84142/11073/92421/5885/221150/8328/144455/5347/11170/55159/57099/983/51499/5728/10201/27085/64859/55055/545/149420/10106/51379/83903/348654/9212/9735/4303/4582/79184/116224/123879/25959/641/79027/26058/5591",114
"GO:0050000","BP","GO:0050000","chromosome localization","68/5224","124/18860",0.548387096774194,1.97982018475522,6.77541971833476,1.67909587039657e-10,2.87170774807283e-08,2.29866552726836e-08,"7756/55166/8452/54908/998/4292/10615/25978/81929/9183/332/23411/22919/128866/81610/8766/3837/4928/7272/8850/1894/150465/10096/51652/9928/9525/81930/11130/8678/9787/90417/151648/891/55143/324/57082/10097/1062/5925/83540/1060/91782/3619/79980/9184/220134/29127/147841/84142/152185/245711/92421/221150/23172/81565/81620/79003/983/51112/55055/10540/51115/9212/23212/285331/9735/3833/57132",68
"GO:0051983","BP","GO:0051983","regulation of chromosome segregation","72/5224","134/18860",0.537313432835821,1.93984137505428,6.75774606034552,1.72565519734718e-10,2.87367002337184e-08,2.30023623535586e-08,"996/7756/8452/54908/57492/23369/55781/1459/56852/9319/55743/60/9183/51433/332/51776/23411/1457/6603/64151/26271/8899/7272/10051/8850/991/8289/23397/11130/8678/9787/55274/891/55143/324/9700/84101/86/51759/10592/55755/57082/1062/6601/5925/83540/51143/54892/3619/64682/9184/220134/286053/701/147841/79677/55193/5885/221150/5347/983/55055/11065/55844/83903/348654/9212/9735/196528/51434/23137/5520",72
"GO:0051338","BP","GO:0051338","regulation of transferase activity","135/5224","304/18860",0.444078947368421,1.60324061013944,6.56300293581605,2.51889932028215e-10,4.08707561506294e-08,3.27150972447982e-08,"55732/2268/57679/9052/5982/89801/23118/54969/387/28951/57103/7520/9933/5933/55437/905/2932/2646/51637/8812/63967/23411/25/1033/51527/9770/51654/2321/5934/8797/2146/56647/219771/9368/9693/10114/2965/23603/5985/4739/23328/26271/900/5159/11235/7474/1894/55704/54206/5906/991/9928/8795/2185/2322/6125/57826/1026/2069/9088/904/11035/58533/51429/4294/9113/5111/1116/25778/5983/324/51347/84101/10006/5292/2247/1062/5925/7453/91947/10040/23533/2064/55527/10899/54465/5795/26524/143384/64798/57732/152559/152110/245711/5984/1849/10935/219736/5347/51704/51755/90007/648/10116/5604/94056/7532/9655/6201/171024/90441/128344/10333/11065/9134/122809/5062/4869/64061/5071/64853/80829/353514/11261/5478/5770/6714/641/1991/7405/10920/2013/55861/4067/92335",135
"GO:0008380","BP","GO:0008380","RNA splicing","199/5224","490/18860",0.406122448979592,1.46620776947839,6.47202799033077,2.93049936159598e-10,4.63604999004484e-08,3.71093761263154e-08,"6936/5725/9716/11171/55596/23517/9967/10147/11218/8621/4904/1659/23210/26986/26528/27332/10179/55796/54715/1653/25929/5978/51729/56970/51637/55285/54517/6732/988/24144/51493/8563/84844/55147/10419/79882/60625/64863/2332/5935/55578/79650/80004/11100/55131/23064/79665/1655/9343/6830/2483/1665/8882/6207/4928/6428/9444/8899/83989/10915/8850/22916/4691/23451/6429/9295/64121/58155/9588/5511/9991/58517/55051/25940/9419/10285/56943/6883/11193/8161/3181/9904/10212/23091/11017/10199/6631/79026/57187/6628/10236/84081/3188/84060/51691/3609/6627/2926/9406/22889/56259/55119/54407/84991/6733/10492/3178/27097/1660/6426/6434/51759/9128/4686/51645/96764/80745/51163/9360/85437/7009/10150/4857/9785/10907/163859/92906/6637/57721/5295/9879/9589/4841/10658/51503/79833/117143/143884/4154/285672/10283/140890/80746/1859/94104/6651/7307/23076/79622/10629/284695/55677/151987/80145/6314/57018/54502/11157/10569/25862/3190/84881/8559/348093/6632/51755/23524/51362/154007/10713/3187/3185/5356/5394/10978/93624/5936/10594/51574/51319/27257/339487/375316/4869/84967/6635/389677/11066/55015/54033/113146/23131/10772/55660/116461/8449/494115/51202/10137",199
"GO:0006399","BP","GO:0006399","tRNA metabolic process","99/5224","206/18860",0.480582524271845,1.73502802598909,6.56551715988259,3.50598725672619e-10,5.4111920391618e-08,4.33140197159601e-08,"60528/6301/54802/3735/60487/55699/24140/51095/23016/1653/51637/51605/16/54517/51493/55687/8846/23405/9692/51654/123263/56986/10940/10775/2617/1787/83480/833/54974/5917/2976/1615/10056/55157/9330/25940/11340/81627/79712/54482/79828/5393/10799/9329/64172/112487/55278/23404/2926/51520/25917/4677/8565/25821/55226/2058/91801/80745/6741/7453/51002/93587/57038/11128/10556/79691/10557/80746/285381/112495/10785/127253/129450/11157/9147/84881/4141/661/84520/3035/55006/5394/5859/112858/10978/54931/339487/63899/55039/123283/79979/3376/79693/116461/7407/92935/57604/283459/80755",99
"GO:0006446","BP","GO:0006446","regulation of translational initiation","62/5224","111/18860",0.558558558558559,2.01654180980368,6.64836873667435,3.89046648439441e-10,5.66883744739923e-08,4.53763487206153e-08,"7812/1975/4287/54505/8672/1653/9689/4528/27102/9681/8846/1983/1457/2332/5611/3646/8662/6009/7458/6198/1982/10988/22916/10289/1981/64121/8892/51247/27161/400961/468/440275/5562/1965/9811/4076/9470/4686/8893/8667/1979/127933/3087/23367/10670/4690/9669/151556/7532/10605/5936/220441/4869/64410/29110/253943/1978/51441/2475/26058/1654/100127983",62
"GO:0007051","BP","GO:0007051","spindle organization","100/5224","209/18860",0.478468899521531,1.72739729038593,6.54502303028274,3.89558943835674e-10,5.66883744739923e-08,4.53763487206153e-08,"7756/6683/6047/55726/2009/387/3796/8243/1739/4292/10615/25978/546/6790/332/54930/7430/25777/4627/4605/9371/22919/128866/55125/10735/8766/9639/56647/9126/3837/26271/26054/7272/51652/991/10274/9525/29899/6491/10426/9787/54617/90417/7283/5901/891/55143/9700/79866/55142/27229/3832/1062/9611/1213/83540/91782/6867/54801/3619/140609/55835/115106/220134/163786/9133/5116/29127/84142/152185/25886/79884/92421/25879/9897/221150/23172/5347/153241/11076/5728/8658/10540/9793/51115/9659/9212/1104/285331/79598/80254/4733/203068/7405/26112/9055/79441/3833/57132/26065",100
"GO:0000280","BP","GO:0000280","nuclear division","186/5224","453/18860",0.410596026490066,1.48235854892853,6.43198455632193,3.94166952726874e-10,5.66883744739923e-08,4.53763487206153e-08,"9031/7756/4361/6683/23304/8452/54908/5888/55706/23063/55810/387/3796/998/6196/9319/8243/55743/4292/10615/7155/1906/8556/4779/25978/81929/9183/6790/51433/332/23411/10419/57820/4605/655/994/9371/22919/128866/55125/10735/2491/28984/8766/9639/10270/898/858/56647/9126/5889/3837/64151/10635/26271/8899/7272/5810/10111/5159/10051/8850/7474/10096/51652/5000/991/10274/9928/9525/27030/23397/81930/11130/64105/116138/2069/8678/9787/9088/3976/54617/90417/151648/7283/7153/5901/891/56907/55143/192670/324/9700/84101/79866/83990/51759/10592/55755/51203/57082/10097/3832/9585/1062/1950/675/5925/10040/83540/2177/51143/1060/55023/54892/91782/4288/3619/1111/2059/9184/220134/7273/10600/122402/286053/701/9133/29127/147841/148362/84142/152185/245711/79884/25836/9232/92421/5885/25879/9897/221035/221150/23172/81565/9665/5347/81620/79003/3622/201254/983/5728/10201/27085/55055/11065/10540/9134/55844/51115/23141/83903/348654/80010/9212/23212/1104/285331/79598/9735/157313/4733/146909/5501/51547/57697/10388/51434/22887/9055/137886/3833/57132/26065/101928601",186
"GO:0031570","BP","GO:0031570","DNA integrity checkpoint signaling","68/5224","126/18860",0.53968253968254,1.94839446753689,6.61114137819031,4.26836450533863e-10,6.00226901995175e-08,4.80453099407941e-08,"1407/51360/23376/4361/5888/1112/57662/4998/51720/51776/79968/63967/8318/51322/988/1457/9675/4683/84444/8914/1432/5810/1386/1017/1026/440275/9575/51347/60561/3364/83990/9656/1763/580/675/8451/8720/23476/261726/25896/163859/54465/2177/1111/144715/5884/29980/8883/57551/84142/11073/165918/5347/81620/55159/10116/983/51499/545/5781/80254/4303/4582/79184/641/26058/5591/4067",68
"GO:1905818","BP","GO:1905818","regulation of chromosome separation","47/5224","76/18860",0.618421052631579,2.23266099782381,6.66459601823617,5.02559036618205e-10,6.91346431243478e-08,5.53389950619405e-08,"7756/8452/54908/1459/9319/55743/9183/51433/332/1457/64151/26271/8899/7272/10051/991/23397/11130/9787/891/55143/324/9700/84101/10592/55755/57082/5925/83540/51143/54892/3619/9184/220134/286053/701/147841/5885/221150/5347/55055/11065/83903/348654/9212/9735/51434",47
