"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0010876","BP","GO:0010876","lipid localization","165/5224","483/18860",0.341614906832298,1.23331874863268,3.21516536126411,0.000947549383814692,0.0114648040167866,0.00917703056237557,"1080/54677/1407/83930/51099/9066/1244/4481/55187/81037/3784/6646/23200/81671/10347/55102/2182/23250/26031/32/1906/56910/338/5243/57605/114882/23411/10478/5360/51012/28231/286410/4363/10226/857/84725/3988/6198/8714/27346/5007/1374/9600/23074/10162/55754/10802/3069/6342/6513/5825/23673/114883/57488/9525/10434/3764/84947/81579/2181/10257/718/81537/8273/5322/23780/54832/3929/3949/148229/5468/157680/10955/55207/948/50640/55852/2058/55362/7057/84647/3685/84162/950/1950/5045/58488/114876/4864/8792/51542/7110/185/114885/7436/123/10280/6836/5305/2180/7518/51128/116150/26207/10350/23460/23461/1622/25921/80149/91869/64850/2171/6850/30968/7417/118987/440026/4824/10999/84879/255189/83985/2172/160518/51499/286046/9854/225/64801/114897/5306/6578/6580/28232/196527/54762/788/5781/23760/2055/25987/302/124976/89874/388121/5071/5727/8660/153768/6256/5465/1645/5320/5104/347/51703/26020/23230/79065/7416/440503/10809/4067/3690",165
"GO:0001881","BP","GO:0001881","receptor recycling","25/5224","51/18860",0.490196078431373,1.76973545926793,3.40691380874848,0.000968931475454178,0.0117011419402176,0.00936620783424167,"57679/9341/4905/5663/2060/55614/64089/11149/65977/8934/1889/10133/10564/8239/5189/3949/55435/5830/5194/5828/125058/27065/387849/302/5770",25
"GO:0016233","BP","GO:0016233","telomere capping","16/5224","28/18860",0.571428571428571,2.06300590680376,3.48404606758826,0.000996853732772963,0.011958855150589,0.00957249500709202,"4361/26277/24144/4683/80351/79991/10111/64858/1017/25913/79035/245711/8658/7874/5591/51750",16
"GO:0006901","BP","GO:0006901","vesicle coating","20/5224","38/18860",0.526315789473684,1.90013701942452,3.437834415667,0.000997831150365203,0.011958855150589,0.00957249500709202,"8452/27095/56681/10959/8729/80006/10342/5537/51128/22878/10239/7109/60684/10972/51112/1176/122553/26286/6399/10597",20
"GO:0071539","BP","GO:0071539","protein localization to centrosome","20/5224","38/18860",0.526315789473684,1.90013701942452,3.437834415667,0.000997831150365203,0.011958855150589,0.00957249500709202,"23386/10615/5108/2932/29887/6790/22919/55125/8766/6788/6491/324/9857/79648/27185/5347/84376/2804/10540/137886",20
"GO:0086004","BP","GO:0086004","regulation of cardiac muscle cell contraction","20/5224","38/18860",0.526315789473684,1.90013701942452,3.437834415667,0.000997831150365203,0.011958855150589,0.00957249500709202,"477/1829/5318/6717/1739/1832/857/5144/7341/10142/1824/10021/817/775/3728/488/29119/6331/5350/6262",20
"GO:0051345","BP","GO:0051345","positive regulation of hydrolase activity","48/5224","116/18860",0.413793103448276,1.49390082906479,3.30259280261758,0.00100206081708844,0.0119868447080069,0.00959489931714171,"57679/10928/55854/7813/387/10235/23161/10411/55616/23348/3655/55357/5905/66036/2146/57589/9827/2889/22841/64115/9693/23603/1894/22930/5906/5322/51429/92154/51520/10010/4594/6251/3688/29/5364/7486/143872/81565/3987/57148/253959/613/57186/6281/9824/7052/1378/440503",48
"GO:0071383","BP","GO:0071383","cellular response to steroid hormone stimulus","83/5224","222/18860",0.373873873873874,1.34978201785246,3.24482837017386,0.00100963962444833,0.0120547161198283,0.00964922715560149,"8837/7035/23028/1407/57658/9604/23376/477/8611/387/4734/1906/79876/5241/5978/8648/5243/23411/6663/2033/5106/51366/8725/57178/6198/1655/6337/4848/51389/7337/55818/54206/6446/2309/687/8013/51569/7181/2322/11335/23019/5469/6049/445/9113/5901/406/3158/9575/9101/2100/11057/9611/4864/10498/51542/55164/7110/1977/133522/6755/476/26508/10424/64850/4824/51755/8085/648/11170/8313/2101/167465/6752/149563/7332/6256/5465/8644/2104/6714/25959/81606",83
"GO:0071900","BP","GO:0071900","regulation of protein serine/threonine kinase activity","49/5224","119/18860",0.411764705882353,1.48657778578506,3.29569335428534,0.00101610675594185,0.0121090839013184,0.00969274597996274,"387/28951/905/8812/23411/1033/51654/2321/2146/56647/219771/9693/10114/2965/23328/900/5159/11235/7474/2322/9088/904/4294/9113/324/51347/5292/2247/23533/2064/54465/5795/26524/152559/152110/1849/51755/5604/94056/171024/10333/9134/64853/5770/6714/641/1991/7405/4067",49
"GO:0006869","BP","GO:0006869","lipid transport","158/5224","461/18860",0.342733188720174,1.23735603737796,3.19353039502461,0.00102470216814284,0.0121885626315938,0.0097563649250165,"1080/54677/1407/83930/9066/1244/4481/55187/81037/3784/6646/23200/81671/10347/55102/2182/23250/26031/1906/56910/338/5243/57605/114882/23411/10478/5360/51012/28231/286410/4363/857/84725/3988/6198/8714/27346/5007/1374/9600/23074/10162/55754/10802/3069/6342/6513/5825/23673/114883/57488/9525/10434/3764/84947/81579/2181/10257/81537/8273/5322/23780/54832/3929/3949/148229/5468/157680/10955/55207/948/50640/55852/2058/55362/7057/84647/3685/84162/950/1950/5045/58488/114876/4864/8792/51542/7110/185/114885/7436/123/10280/6836/5305/2180/7518/51128/116150/26207/10350/23460/23461/1622/25921/91869/64850/2171/6850/7417/118987/440026/4824/10999/84879/255189/83985/2172/160518/51499/286046/9854/225/64801/114897/5306/6578/6580/28232/196527/54762/788/5781/23760/2055/25987/302/124976/89874/388121/5071/5727/8660/153768/6256/5465/1645/5320/5104/347/51703/26020/23230/79065/7416/10809/4067/3690",158
"GO:0006622","BP","GO:0006622","protein targeting to lysosome","18/5224","33/18860",0.545454545454545,1.96923291103996,3.44914918564531,0.00102684279583411,0.0121911092158316,0.00975840334463066,"4074/3920/4734/5289/64089/79158/23163/8678/8546/6272/9648/950/51542/26175/84885/7805/26985/30849",18
"GO:0006400","BP","GO:0006400","tRNA modification","40/5224","93/18860",0.43010752688172,1.55280014490606,3.3077266596007,0.00105737818702962,0.0125067087243429,0.0100110257471452,"6301/54802/24140/51605/16/54517/55687/8846/51654/123263/56986/1787/83480/54974/81627/79712/54482/79828/64172/25917/25821/55226/91801/80745/6741/51002/93587/79691/285381/10785/127253/129450/84881/84520/55006/54931/63899/55039/79693/57604",40
"GO:0032456","BP","GO:0032456","endocytic recycling","40/5224","93/18860",0.43010752688172,1.55280014490606,3.3077266596007,0.00105737818702962,0.0125067087243429,0.0100110257471452,"55610/9912/7260/57554/55737/2060/54918/85377/65009/8766/51201/84079/9110/51699/11021/11149/8724/23527/8723/8674/23673/51552/9559/23163/157680/84162/950/81609/5872/29934/143187/23426/10311/11267/51375/10807/51762/27065/253725/201475",40
"GO:0006517","BP","GO:0006517","protein deglycosylation","13/5224","21/18860",0.619047619047619,2.23492306570408,3.50459667678332,0.00107848378861539,0.0126852145248293,0.0101539111540154,"55741/111089941/55757/4125/4121/80267/9695/56886/10299/11236/10905/6048/10206",13
"GO:0051383","BP","GO:0051383","kinetochore organization","13/5224","21/18860",0.619047619047619,2.23492306570408,3.50459667678332,0.00107848378861539,0.0126852145248293,0.0101539111540154,"6047/26054/10051/64105/9787/10592/1062/83540/1060/79003/201254/51112/9735",13
"GO:0051447","BP","GO:0051447","negative regulation of meiotic cell cycle","13/5224","21/18860",0.619047619047619,2.23492306570408,3.50459667678332,0.00107848378861539,0.0126852145248293,0.0101539111540154,"6196/9319/55743/26271/7272/5810/11130/140901/9088/3976/57082/4880/149420",13
"GO:0002262","BP","GO:0002262","myeloid cell homeostasis","76/5224","201/18860",0.378109452736318,1.36507356022339,3.2207101769619,0.00111610303713833,0.0131033395528968,0.0104886003607258,"55904/695/23376/578/5926/5291/3784/10758/28996/221395/7049/23210/55972/29843/79876/4779/23186/3091/4522/6510/3988/3216/4891/10019/1432/6005/60682/4090/604/2034/5052/2309/9991/3071/116151/5469/2113/91/23456/2752/5879/3658/6229/29766/5925/405/8444/54977/54892/9258/23657/6868/10461/1054/55027/2207/2539/29127/8314/10370/94081/558/6774/51621/669/6670/2624/3059/1435/6917/3146/23230/9935/92482/5591/4067",76
"GO:0140056","BP","GO:0140056","organelle localization by membrane tethering","36/5224","82/18860",0.439024390243902,1.58499234303216,3.2858660753697,0.00117949248556209,0.0138219045345128,0.0110637774669099,"1080/9341/81671/10640/6813/8417/2775/55763/9342/10490/65009/8766/26258/858/10652/2054/11149/6814/149371/9783/23673/57488/8673/117177/55014/54536/8615/5899/3745/57190/118987/6809/10768/488/801/10497",36
"GO:0007249","BP","GO:0007249","canonical NF-kappaB signal transduction","126/5224","359/18860",0.350974930362117,1.2671108703349,3.16270440338894,0.00118384227551477,0.013847234601585,0.0110840529813738,"8837/695/23376/10771/330/8454/23118/10758/7132/387/7049/7037/80216/1906/83737/1653/11043/23085/54469/10075/57506/11213/55072/23411/25/2033/5494/5687/9770/8780/51311/331/54602/10562/10725/9100/8767/3551/5516/4793/10135/857/8887/1665/329/4055/51026/7474/1894/10342/3554/1491/653519/5052/22954/8795/10133/55504/84231/85363/26057/2319/10542/948/9958/1910/10010/7099/8737/10211/7097/23005/5495/64116/55206/5170/8792/23476/92610/134728/92140/114609/347734/257397/1896/65018/5966/64343/1230/80149/9188/840/8945/338339/51704/64127/8772/6774/79155/3987/5581/81603/10892/64581/4615/10333/170506/56674/28232/54503/7182/7334/29110/3654/11124/5071/23390/399687/57162/171392/28512/51135/57708/10206/1147/7335",126
"GO:0032968","BP","GO:0032968","positive regulation of transcription elongation by RNA polymerase II","27/5224","57/18860",0.473684210526316,1.71012331748207,3.32334207705223,0.00119804615830737,0.0139875204608285,0.0111963451423093,"8621/905/8812/9878/23613/81857/8178/51003/6830/9439/10915/22916/80306/22936/9477/5469/904/79577/29079/4686/23476/9412/112950/80335/51755/5604/114825",27
"GO:0032204","BP","GO:0032204","regulation of telomere maintenance","46/5224","111/18860",0.414414414414414,1.49614392340273,3.24487169876337,0.00121537695182022,0.0141637299283948,0.0113373924438478,"4361/7520/546/8550/26277/5594/7528/4683/80351/79991/10111/54464/54891/51377/6950/3181/25913/54617/84250/55226/3178/10574/86/4609/79035/92345/908/22948/140609/10694/286053/23049/79677/7203/26354/10576/5394/8658/170506/545/9212/7874/10445/6714/23137/51750",46
"GO:1901800","BP","GO:1901800","positive regulation of proteasomal protein catabolic process","48/5224","117/18860",0.41025641025641,1.48113244591039,3.23113751436969,0.00124837048372829,0.014479978002733,0.0115905339924731,"2729/8554/5601/8975/4287/28951/55743/5663/2932/5705/6790/25831/23411/7494/5706/5700/2332/857/55294/9532/1452/7341/991/863/29979/4193/55212/160418/81542/64326/57630/153769/5701/79699/152559/285671/5347/26263/8313/9655/344558/2629/122809/5071/116224/6613/51136/2475",48
"GO:0048511","BP","GO:0048511","rhythmic process","108/5224","302/18860",0.357615894039735,1.29108647809904,3.15629317285347,0.00124962570935206,0.014479978002733,0.0115905339924731,"23077/26224/1407/9099/153/5601/9967/23596/6720/5927/5241/4986/2932/8648/5243/10075/10059/23411/402055/2033/10419/23394/1457/6839/26258/10135/2146/196/23064/59338/1655/4669/55294/8914/83594/7337/8850/8087/5629/1385/2309/687/55269/94233/11335/4327/8239/2069/8242/8678/135/468/445/7153/5468/5562/5111/406/4803/9475/9575/5156/1660/658/8451/49855/10499/463/9611/8792/6097/4841/25819/9510/7071/1859/4880/5806/4783/10495/8945/2562/558/25942/22871/983/4862/3037/5728/5936/3615/8204/80045/114781/5592/6667/5501/5465/7874/100/5350/2475/85457/7150/6096/55366/5500/5591",108
"GO:0000729","BP","GO:0000729","DNA double-strand break processing","15/5224","26/18860",0.576923076923077,2.08284250206149,3.41977948547704,0.00125329865664229,0.014479978002733,0.0115905339924731,"23376/4361/8554/55218/5932/4683/10111/51444/83990/1763/56916/113510/7336/7334/641",15
"GO:0046856","BP","GO:0046856","phosphatidylinositol dephosphorylation","15/5224","26/18860",0.576923076923077,2.08284250206149,3.41977948547704,0.00125329865664229,0.014479978002733,0.0115905339924731,"9108/8776/3632/8898/66036/9110/4952/51763/9107/55529/8867/3636/4534/5728/22908",15
"GO:0071897","BP","GO:0071897","DNA biosynthetic process","65/5224","168/18860",0.386904761904762,1.39682691606505,3.19775579545637,0.00125395511148826,0.014479978002733,0.0115905339924731,"5980/83932/4361/5981/23338/50484/5982/10721/5424/5423/10714/79960/7520/26277/23411/5427/9767/9100/54108/27000/80351/79991/5985/10111/5159/54464/6950/51426/27434/1026/78995/25913/1032/7011/5111/5983/55226/3178/10574/51455/2247/5428/92345/908/54107/22948/10694/2264/7398/4880/7203/5984/7486/10576/9768/6240/7083/983/5394/8658/3981/545/5426/55505/7027",65
"GO:0007040","BP","GO:0007040","lysosome organization","49/5224","120/18860",0.408333333333333,1.47418963757019,3.22533854704094,0.00126156677679423,0.0145148992064616,0.0116184867558542,"3920/9066/535/8454/7030/55737/23503/25978/57192/128866/8406/54664/5532/3988/4669/79158/523/200576/51652/64121/51552/8678/5322/5562/8546/55207/53/51361/55858/4647/950/8720/91782/26175/203547/7805/92421/7534/9897/8945/64400/84376/83985/2629/54734/2055/2475/96459/57132",49
"GO:0080171","BP","GO:0080171","lytic vacuole organization","49/5224","120/18860",0.408333333333333,1.47418963757019,3.22533854704094,0.00126156677679423,0.0145148992064616,0.0116184867558542,"3920/9066/535/8454/7030/55737/23503/25978/57192/128866/8406/54664/5532/3988/4669/79158/523/200576/51652/64121/51552/8678/5322/5562/8546/55207/53/51361/55858/4647/950/8720/91782/26175/203547/7805/92421/7534/9897/8945/64400/84376/83985/2629/54734/2055/2475/96459/57132",49
"GO:0002520","BP","GO:0002520","immune system development","78/5224","208/18860",0.375,1.35384762633997,3.17616217078754,0.0012731428594252,0.0145527887228167,0.0116488155123751,"3720/10721/54542/10758/2255/5423/7037/4292/83737/55183/5663/10269/11213/55012/25/1399/5594/7528/25939/4683/9466/3988/6830/4055/9025/604/868/2956/6738/9048/54537/27434/78996/116151/55795/11035/5894/56259/23075/84868/149041/64844/3586/8792/6097/64332/9730/775/6868/7518/64421/9133/8888/5130/8741/10630/7048/165918/10370/6778/4088/8772/5604/171023/149840/9156/3981/23529/79915/124976/5087/3146/100/23607/9935/112441434/5591/4067",78
"GO:0002224","BP","GO:0002224","toll-like receptor signaling pathway","38/5224","88/18860",0.431818181818182,1.5589760545733,3.25309454483496,0.00127405893685848,0.0145527887228167,0.0116488155123751,"695/330/4034/11213/79879/51311/3551/22841/7531/10612/329/7867/29126/10212/8546/948/7099/7097/5170/6279/64332/9258/114609/5903/388325/9261/6280/54726/7184/5581/4615/7096/10333/8061/6197/3654/51135/55366",38
"GO:0010232","BP","GO:0010232","vascular transport","38/5224","88/18860",0.431818181818182,1.5589760545733,3.25309454483496,0.00127405893685848,0.0145527887228167,0.0116488155123751,"6542/92745/477/1244/6558/10060/23446/7037/6507/5243/23428/6523/4363/6510/6505/8714/9368/81539/6508/6513/55640/3764/10257/54407/948/8884/6541/114134/387700/6565/2171/10999/84879/3177/6580/28232/6517/6584",38
"GO:0150104","BP","GO:0150104","transport across blood-brain barrier","38/5224","88/18860",0.431818181818182,1.5589760545733,3.25309454483496,0.00127405893685848,0.0145527887228167,0.0116488155123751,"6542/92745/477/1244/6558/10060/23446/7037/6507/5243/23428/6523/4363/6510/6505/8714/9368/81539/6508/6513/55640/3764/10257/54407/948/8884/6541/114134/387700/6565/2171/10999/84879/3177/6580/28232/6517/6584",38
"GO:0045446","BP","GO:0045446","endothelial cell differentiation","51/5224","126/18860",0.404761904761905,1.46129585065267,3.21563673157838,0.00128183988210985,0.0146152842774615,0.0116988402327408,"7414/1829/55810/7132/6093/10411/118/7430/3551/4233/2889/3988/9693/5144/90/5906/5629/9414/57826/5908/3791/4301/60484/2947/9475/23493/1910/7716/5962/94/4089/4478/153562/80274/10630/11167/55273/3516/84913/25932/2194/1901/4615/10855/340481/91663/7026/5138/659/1903/9294",51
"GO:0046328","BP","GO:0046328","regulation of JNK cascade","59/5224","150/18860",0.393333333333333,1.42003573251659,3.19677736400043,0.00129534108405362,0.014742658956639,0.0118007976078493,"5048/10771/9821/28996/1906/83737/11342/4616/9770/331/8767/6788/2218/22943/1845/10114/4055/56940/7474/6504/2185/10987/401265/5911/55504/84766/4294/51347/7099/8737/6386/23005/9611/50488/8792/9258/114609/57630/2047/153769/65018/875/102724560/57551/1398/64127/5345/4615/344558/90441/7182/5071/64853/3146/5770/171392/4217/9867/4671",59
"GO:0032801","BP","GO:0032801","receptor catabolic process","17/5224","31/18860",0.548387096774194,1.97982018475522,3.37933323236271,0.00130362111756921,0.0148102593033716,0.0118549084715923,"823/23327/4734/83737/8898/55614/51100/54894/83891/8678/5045/7805/302/84133/5770/30849/7405",17
"GO:0009067","BP","GO:0009067","aspartate family amino acid biosynthetic process","12/5224","19/18860",0.631578947368421,2.28016442330942,3.45547692733245,0.00131405184215801,0.0148223173924704,0.0118645603986572,"4507/4522/2805/4552/23743/54529/58478/635/5352/441024/4524/55256",12
"GO:0035338","BP","GO:0035338","long-chain fatty-acyl-CoA biosynthetic process","12/5224","19/18860",0.631578947368421,2.28016442330942,3.45547692733245,0.00131405184215801,0.0148223173924704,0.0118645603986572,"60481/64834/2182/23205/2181/51144/2180/79993/9200/79071/51703/54898",12
"GO:0051895","BP","GO:0051895","negative regulation of focal adhesion assembly","12/5224","19/18860",0.631578947368421,2.28016442330942,3.45547692733245,0.00131405184215801,0.0148223173924704,0.0118645603986572,"395/23603/56940/9616/7057/94/10395/8065/11170/5728/347/6714",12
"GO:1902101","BP","GO:1902101","positive regulation of metaphase/anaphase transition of cell cycle","12/5224","19/18860",0.631578947368421,2.28016442330942,3.45547692733245,0.00131405184215801,0.0148223173924704,0.0118645603986572,"8452/51433/991/9787/9700/84101/5925/220134/286053/221150/11065/51434",12
"GO:0051057","BP","GO:0051057","positive regulation of small GTPase mediated signal transduction","33/5224","74/18860",0.445945945945946,1.60998096105294,3.25411126899266,0.00134550247878081,0.015123161075888,0.0121053714646971,"57679/6792/5291/2255/10979/8301/117/1399/9639/8036/1452/7474/8087/6654/7010/23263/3845/4803/4038/5879/3685/663/2064/5364/1398/2339/5604/137735/2828/1435/6714/7052/9289",33
"GO:0060260","BP","GO:0060260","regulation of transcription initiation by RNA polymerase II","33/5224","74/18860",0.445945945945946,1.60998096105294,3.25411126899266,0.00134550247878081,0.015123161075888,0.0121053714646971,"6873/6882/5706/81857/9969/51003/55832/26036/9439/1385/80306/6883/9477/5469/6874/23493/29079/4609/129685/2958/6875/6877/2308/9412/112950/2957/83860/114825/8493/170506/56998/3146/6884",33
"GO:0070482","BP","GO:0070482","response to oxygen levels","125/5224","357/18860",0.350140056022409,1.26409675661995,3.11812498655502,0.00136428884257523,0.0153071272975462,0.0122526276791191,"8837/952/5291/2983/28996/51167/10060/7049/5423/7037/2023/2355/57103/1906/5351/5978/5243/23409/285/23411/9463/2033/3091/655/6839/5230/28984/29904/3163/857/6505/7019/1410/1374/329/867/4891/80315/523/22937/1386/2034/6513/1385/2309/3764/847/3709/64344/8678/468/3976/863/5468/5562/891/7428/9475/29979/4193/54583/55332/6326/9550/4609/7057/7009/663/9520/4089/481/405/8751/8994/4841/210/10525/2308/6868/2977/5352/4929/65018/3099/875/102724560/824/4880/2982/10370/5885/1536/2277/360/7184/4088/4824/2021/10449/51129/6774/5604/4204/5581/3777/79625/664/4524/25994/6657/6517/84890/3654/23545/5465/3767/5770/100/1803/30001/6262/2475/4512/4538/158",125
"GO:0051302","BP","GO:0051302","regulation of cell division","72/5224","190/18860",0.378947368421053,1.36809865398565,3.15635824108897,0.00138322720261941,0.0154647733890029,0.0123788158806112,"6683/8452/65125/5586/4904/387/998/23503/5289/8556/6790/332/51100/56241/994/9371/9738/8766/79848/8850/1894/51652/57448/1810/9928/847/8202/2069/8678/79733/55143/10730/4609/9585/2250/2247/675/2252/64762/63977/3068/3619/25909/7484/29127/6755/9903/79884/92421/2277/10807/144455/201161/5347/4824/5581/598/9212/285331/29072/2124/5727/146909/11091/30849/55660/641/7405/55958/801/9055/81606",72
"GO:0051336","BP","GO:0051336","regulation of hydrolase activity","72/5224","190/18860",0.378947368421053,1.36809865398565,3.15635824108897,0.00138322720261941,0.0154647733890029,0.0123788158806112,"57679/9912/10928/1992/55854/10565/7813/387/10235/23161/7107/10411/10959/55616/23348/3655/55357/5905/7076/66036/8725/4233/2146/57589/9827/2889/22841/64115/9693/23603/11149/7957/1894/22930/5906/25782/64786/5322/23677/51429/92154/51520/10010/121512/4594/221472/6251/3688/29/23076/26086/5364/7486/143872/5271/81565/1398/3987/57148/253959/55785/5592/613/11261/57186/3146/6281/9824/11153/7052/1378/440503",72
"GO:0045089","BP","GO:0045089","positive regulation of innate immune response","148/5224","432/18860",0.342592592592593,1.23684844875503,3.08241233811141,0.00147545936632709,0.0164447320951218,0.013163226236231,"56919/3920/695/55703/23376/9782/330/23369/3843/7353/5817/80216/54878/4034/3093/5289/83737/7520/57506/11213/58484/51776/79879/2033/54941/8780/51311/331/4210/8767/3551/857/8887/22841/4669/7531/5608/1374/10612/329/29915/2444/1432/1452/9616/7474/7867/22954/5537/91754/29126/3764/55269/10212/2069/5469/8678/5322/6397/3929/9113/85363/26057/8546/29979/84868/948/9958/1660/55198/23325/55146/7099/7097/5170/91039/8547/5872/6279/5899/64332/92610/5295/4841/9258/114609/26524/140609/5903/9868/118788/25921/84885/388325/81570/9261/6280/6565/54502/51304/54726/135250/6850/8065/26253/7184/164/64127/8772/661/79155/25942/81844/80196/2358/5581/84233/64581/10924/4615/7096/10333/8061/6197/9212/5062/55666/29110/3654/79184/10614/51114/3146/6714/57162/51135/54708/9867/84243/55366/1147/1654/11027/647087/4671/5591/4067/26065",148
"GO:0006303","BP","GO:0006303","double-strand break repair via nonhomologous end joining","35/5224","80/18860",0.4375,1.57948889739663,3.2148427680002,0.00147607582649007,0.0164447320951218,0.013163226236231,"4361/10721/5423/4292/7155/7520/55183/24144/1457/4683/9025/10213/64858/54537/27434/78996/7913/25913/7518/64421/1859/113510/11073/165918/254225/5347/91419/149840/3981/375748/3146/7405/9937/112441434/5591",35
"GO:0120009","BP","GO:0120009","intermembrane lipid transfer","20/5224","39/18860",0.512820512820513,1.85141555738799,3.29435165336026,0.00151918494291677,0.016857447130245,0.0134935850007883,"55102/56910/57605/114882/5360/51012/84725/5007/9600/23074/6342/55362/84162/26207/51499/9854/5306/23760/388121/153768",20
"GO:1905508","BP","GO:1905508","protein localization to microtubule organizing center","20/5224","39/18860",0.512820512820513,1.85141555738799,3.29435165336026,0.00151918494291677,0.016857447130245,0.0134935850007883,"23386/10615/5108/2932/29887/6790/22919/55125/8766/6788/6491/324/9857/79648/27185/5347/84376/2804/10540/137886",20
"GO:0048286","BP","GO:0048286","lung alveolus development","26/5224","55/18860",0.472727272727273,1.70666852290129,3.24846237508537,0.00152111288106351,0.016857447130245,0.0134935850007883,"54542/2255/2355/5241/55151/2294/26258/9678/4124/3694/54206/1385/1907/3791/3976/9394/23657/57190/538/171023/84525/100/28512/10905/659/342371",26
"GO:1903825","BP","GO:1903825","organic acid transmembrane transport","62/5224","160/18860",0.3875,1.3989758805513,3.13691859097156,0.00153150779868458,0.0169429743882448,0.0135620455047299,"6542/10165/92745/6556/477/32/6507/5663/5243/23428/10166/9057/4363/6510/6505/1374/81539/117247/7957/8604/6513/5825/26503/206358/6535/11046/54407/948/80727/56262/7057/8884/55089/6541/25874/54977/10550/8501/3688/23657/2180/387700/9056/118980/57190/94081/146167/23204/133418/80131/84230/55144/225/153129/788/120103/2055/83733/89874/8660/51703/23507",62
"GO:0006457","BP","GO:0006457","protein folding","84/5224","228/18860",0.368421052631579,1.33009591359716,3.10381088522555,0.00156062828916568,0.0171064234156048,0.0136928786805327,"23386/23071/548645/10294/3998/54431/56605/51726/2289/51100/80331/1457/6102/5611/9141/27000/55664/573/57003/80273/1410/8882/26973/55188/9532/7265/4820/79031/5768/23184/22926/2281/6950/8195/821/9526/10693/10574/56886/64215/1861/51645/9360/55466/10130/151194/908/54788/10525/22948/55768/8872/9531/10283/1047/5903/219899/6782/9601/7411/10694/9530/4880/7203/131474/79982/9529/10576/79608/7184/10845/2923/134218/120526/9403/90624/957/51182/5478/30001/10471/131118/81567/100885848",84
"GO:0070252","BP","GO:0070252","actin-mediated cell contraction","50/5224","124/18860",0.403225806451613,1.45575013584943,3.15149504481721,0.00156663409833905,0.0171064234156048,0.0136928786805327,"477/1829/23327/3784/3757/5318/6093/10060/6717/1739/4637/1832/4627/857/9444/5144/9631/2257/57669/7341/3764/5290/10142/1824/6326/10021/817/775/23171/6328/7273/10630/476/783/7798/6444/3752/3728/488/10052/29119/6331/6336/57698/4624/55742/5350/6262/9722/2013",50
"GO:0031124","BP","GO:0031124","mRNA 3'-end processing","23/5224","47/18860",0.48936170212766,1.76672314359258,3.25743600198353,0.00157222829215746,0.0171064234156048,0.0136928786805327,"55596/10914/1477/58490/22916/51692/891/79577/55339/4686/580/55197/25888/29101/7884/51585/53981/11051/10768/10978/170506/23283/84967",23
"GO:0035330","BP","GO:0035330","regulation of hippo signaling","23/5224","47/18860",0.48936170212766,1.76672314359258,3.25743600198353,0.00157222829215746,0.0171064234156048,0.0136928786805327,"55841/80143/4140/16/23411/6789/6788/3837/7531/1432/8899/23286/25843/79817/9113/8994/26524/80014/60485/7073/29970/4771/6714",23
"GO:0032482","BP","GO:0032482","Rab protein signal transduction","14/5224","24/18860",0.583333333333333,2.10598519652884,3.35566047155946,0.00157314858767939,0.0171064234156048,0.0136928786805327,"22898/8567/11021/22930/9367/55667/27314/376267/5867/10260/54734/23607/9909/201475",14
"GO:0070129","BP","GO:0070129","regulation of mitochondrial translation","14/5224","24/18860",0.583333333333333,2.10598519652884,3.35566047155946,0.00157314858767939,0.0171064234156048,0.0136928786805327,"8846/51654/22868/79828/79072/10128/55005/115416/285367/84881/54931/63899/51335/1654",14
"GO:0090231","BP","GO:0090231","regulation of spindle checkpoint","14/5224","24/18860",0.583333333333333,2.10598519652884,3.35566047155946,0.00157314858767939,0.0171064234156048,0.0136928786805327,"332/8899/11130/891/55143/84101/55755/57082/51143/3619/220134/221150/348654/9212",14
"GO:1900242","BP","GO:1900242","regulation of synaptic vesicle endocytosis","14/5224","24/18860",0.583333333333333,2.10598519652884,3.35566047155946,0.00157314858767939,0.0171064234156048,0.0136928786805327,"9066/6093/60/4983/5532/10094/8674/5533/51429/5879/1861/22871/114781/5071",14
"GO:2000114","BP","GO:2000114","regulation of establishment of cell polarity","14/5224","24/18860",0.583333333333333,2.10598519652884,3.35566047155946,0.00157314858767939,0.0171064234156048,0.0136928786805327,"889/22902/10565/6093/25/23189/5908/2319/9475/9585/27/51571/1072/57698",14
"GO:0016579","BP","GO:0016579","protein deubiquitination","51/5224","127/18860",0.401574803149606,1.44978958411209,3.14792956307462,0.00157331517507617,0.0171064234156048,0.0136928786805327,"54764/9099/8975/4287/23032/83737/84196/9929/9097/9100/57478/9830/10213/9736/51377/991/85015/10617/8239/9958/57695/84101/10010/9101/9960/54532/219333/51633/29761/10600/9825/23358/7398/80149/8314/54726/25862/23172/159195/10713/161725/84640/55031/983/84669/80124/55432/5071/79184/7874/6714",51
"GO:0009112","BP","GO:0009112","nucleobase metabolic process","18/5224","34/18860",0.529411764705882,1.91131429600937,3.29189544257761,0.00162113207747756,0.0175659653874624,0.0140607201817268,"23028/55/5594/10606/5471/2766/5631/132/978/2618/51727/8833/6240/1503/6470/1806/100/2475",18
"GO:0090169","BP","GO:0090169","regulation of spindle assembly","18/5224","34/18860",0.529411764705882,1.91131429600937,3.29189544257761,0.00162113207747756,0.0175659653874624,0.0140607201817268,"6047/10615/25978/128866/26054/51652/9525/29899/6491/91782/55835/163786/92421/5347/1104/79598/4733/57132",18
